cas_znamka	rok	mesiac	den	den_v_tyzdni
2014-05-20 17:54:27.158239	2014	5	20	Utorok
2014-05-21 17:54:27.158239	2014	5	21	Streda
2014-05-22 17:54:27.158239	2014	5	22	Stvrtok
2014-05-23 17:54:27.158239	2014	5	23	Piatok
2014-05-24 17:54:27.158239	2014	5	24	Sobota
2014-05-25 17:54:27.158239	2014	5	25	Nedela
2014-05-26 17:54:27.158239	2014	5	26	Pondelok
2014-05-27 17:54:27.158239	2014	5	27	Utorok
2014-05-28 17:54:27.158239	2014	5	28	Streda
2014-05-29 17:54:27.158239	2014	5	29	Stvrtok
2014-05-30 17:54:27.158239	2014	5	30	Piatok
2014-05-31 17:54:27.158239	2014	5	31	Sobota
2014-06-01 17:54:27.158239	2014	6	1	Nedela
2014-06-02 17:54:27.158239	2014	6	2	Pondelok
2014-06-03 17:54:27.158239	2014	6	3	Utorok
2014-06-04 17:54:27.158239	2014	6	4	Streda
2014-06-05 17:54:27.158239	2014	6	5	Stvrtok
2014-06-06 17:54:27.158239	2014	6	6	Piatok
2014-06-07 17:54:27.158239	2014	6	7	Sobota
2014-06-08 17:54:27.158239	2014	6	8	Nedela
2014-06-09 17:54:27.158239	2014	6	9	Pondelok
2014-06-10 17:54:27.158239	2014	6	10	Utorok
2014-06-11 17:54:27.158239	2014	6	11	Streda
2014-06-12 17:54:27.158239	2014	6	12	Stvrtok
2014-06-13 17:54:27.158239	2014	6	13	Piatok
2014-06-14 17:54:27.158239	2014	6	14	Sobota
2014-06-15 17:54:27.158239	2014	6	15	Nedela
2014-06-16 17:54:27.158239	2014	6	16	Pondelok
2014-06-17 17:54:27.158239	2014	6	17	Utorok
2014-06-18 17:54:27.158239	2014	6	18	Streda
2014-06-19 17:54:27.158239	2014	6	19	Stvrtok
2014-06-20 17:54:27.158239	2014	6	20	Piatok
2014-06-21 17:54:27.158239	2014	6	21	Sobota
2014-06-22 17:54:27.158239	2014	6	22	Nedela
2014-06-23 17:54:27.158239	2014	6	23	Pondelok
2014-06-24 17:54:27.158239	2014	6	24	Utorok
2014-06-25 17:54:27.158239	2014	6	25	Streda
2014-06-26 17:54:27.158239	2014	6	26	Stvrtok
2014-06-27 17:54:27.158239	2014	6	27	Piatok
2014-06-28 17:54:27.158239	2014	6	28	Sobota
2014-06-29 17:54:27.158239	2014	6	29	Nedela
2014-06-30 17:54:27.158239	2014	6	30	Pondelok
2014-07-01 17:54:27.158239	2014	7	1	Utorok
2014-07-02 17:54:27.158239	2014	7	2	Streda
2014-07-03 17:54:27.158239	2014	7	3	Stvrtok
2014-07-04 17:54:27.158239	2014	7	4	Piatok
2014-07-05 17:54:27.158239	2014	7	5	Sobota
2014-07-06 17:54:27.158239	2014	7	6	Nedela
2014-07-07 17:54:27.158239	2014	7	7	Pondelok
2014-07-08 17:54:27.158239	2014	7	8	Utorok
2014-07-09 17:54:27.158239	2014	7	9	Streda
2014-07-10 17:54:27.158239	2014	7	10	Stvrtok
2014-07-11 17:54:27.158239	2014	7	11	Piatok
2014-07-12 17:54:27.158239	2014	7	12	Sobota
2014-07-13 17:54:27.158239	2014	7	13	Nedela
2014-07-14 17:54:27.158239	2014	7	14	Pondelok
2014-07-15 17:54:27.158239	2014	7	15	Utorok
2014-07-16 17:54:27.158239	2014	7	16	Streda
2014-07-17 17:54:27.158239	2014	7	17	Stvrtok
2014-07-18 17:54:27.158239	2014	7	18	Piatok
2014-07-19 17:54:27.158239	2014	7	19	Sobota
2014-07-20 17:54:27.158239	2014	7	20	Nedela
2014-07-21 17:54:27.158239	2014	7	21	Pondelok
2014-07-22 17:54:27.158239	2014	7	22	Utorok
2014-07-23 17:54:27.158239	2014	7	23	Streda
2014-07-24 17:54:27.158239	2014	7	24	Stvrtok
2014-07-25 17:54:27.158239	2014	7	25	Piatok
2014-07-26 17:54:27.158239	2014	7	26	Sobota
2014-07-27 17:54:27.158239	2014	7	27	Nedela
2014-07-28 17:54:27.158239	2014	7	28	Pondelok
2014-07-29 17:54:27.158239	2014	7	29	Utorok
2014-07-30 17:54:27.158239	2014	7	30	Streda
2014-07-31 17:54:27.158239	2014	7	31	Stvrtok
2014-08-01 17:54:27.158239	2014	8	1	Piatok
2014-08-02 17:54:27.158239	2014	8	2	Sobota
2014-08-03 17:54:27.158239	2014	8	3	Nedela
2014-08-04 17:54:27.158239	2014	8	4	Pondelok
2014-08-05 17:54:27.158239	2014	8	5	Utorok
2014-08-06 17:54:27.158239	2014	8	6	Streda
2014-08-07 17:54:27.158239	2014	8	7	Stvrtok
2014-08-08 17:54:27.158239	2014	8	8	Piatok
2014-08-09 17:54:27.158239	2014	8	9	Sobota
2014-08-10 17:54:27.158239	2014	8	10	Nedela
2014-08-11 17:54:27.158239	2014	8	11	Pondelok
2014-08-12 17:54:27.158239	2014	8	12	Utorok
2014-08-13 17:54:27.158239	2014	8	13	Streda
2014-08-14 17:54:27.158239	2014	8	14	Stvrtok
2014-08-15 17:54:27.158239	2014	8	15	Piatok
2014-08-16 17:54:27.158239	2014	8	16	Sobota
2014-08-17 17:54:27.158239	2014	8	17	Nedela
2014-08-18 17:54:27.158239	2014	8	18	Pondelok
2014-08-19 17:54:27.158239	2014	8	19	Utorok
2014-08-20 17:54:27.158239	2014	8	20	Streda
2014-08-21 17:54:27.158239	2014	8	21	Stvrtok
2014-08-22 17:54:27.158239	2014	8	22	Piatok
2014-08-23 17:54:27.158239	2014	8	23	Sobota
2014-08-24 17:54:27.158239	2014	8	24	Nedela
2014-08-25 17:54:27.158239	2014	8	25	Pondelok
2014-08-26 17:54:27.158239	2014	8	26	Utorok
2014-08-27 17:54:27.158239	2014	8	27	Streda
2014-08-28 17:54:27.158239	2014	8	28	Stvrtok
2014-08-29 17:54:27.158239	2014	8	29	Piatok
2014-08-30 17:54:27.158239	2014	8	30	Sobota
2014-08-31 17:54:27.158239	2014	8	31	Nedela
2014-09-01 17:54:27.158239	2014	9	1	Pondelok
2014-09-02 17:54:27.158239	2014	9	2	Utorok
2014-09-03 17:54:27.158239	2014	9	3	Streda
2014-09-04 17:54:27.158239	2014	9	4	Stvrtok
2014-09-05 17:54:27.158239	2014	9	5	Piatok
2014-09-06 17:54:27.158239	2014	9	6	Sobota
2014-09-07 17:54:27.158239	2014	9	7	Nedela
2014-09-08 17:54:27.158239	2014	9	8	Pondelok
2014-09-09 17:54:27.158239	2014	9	9	Utorok
2014-09-10 17:54:27.158239	2014	9	10	Streda
2014-09-11 17:54:27.158239	2014	9	11	Stvrtok
2014-09-12 17:54:27.158239	2014	9	12	Piatok
2014-09-13 17:54:27.158239	2014	9	13	Sobota
2014-09-14 17:54:27.158239	2014	9	14	Nedela
2014-09-15 17:54:27.158239	2014	9	15	Pondelok
2014-09-16 17:54:27.158239	2014	9	16	Utorok
2014-09-17 17:54:27.158239	2014	9	17	Streda
2014-09-18 17:54:27.158239	2014	9	18	Stvrtok
2014-09-19 17:54:27.158239	2014	9	19	Piatok
2014-09-20 17:54:27.158239	2014	9	20	Sobota
2014-09-21 17:54:27.158239	2014	9	21	Nedela
2014-09-22 17:54:27.158239	2014	9	22	Pondelok
2014-09-23 17:54:27.158239	2014	9	23	Utorok
2014-09-24 17:54:27.158239	2014	9	24	Streda
2014-09-25 17:54:27.158239	2014	9	25	Stvrtok
2014-09-26 17:54:27.158239	2014	9	26	Piatok
2014-09-27 17:54:27.158239	2014	9	27	Sobota
2014-09-28 17:54:27.158239	2014	9	28	Nedela
2014-09-29 17:54:27.158239	2014	9	29	Pondelok
2014-09-30 17:54:27.158239	2014	9	30	Utorok
2014-10-01 17:54:27.158239	2014	10	1	Streda
2014-10-02 17:54:27.158239	2014	10	2	Stvrtok
2014-10-03 17:54:27.158239	2014	10	3	Piatok
2014-10-04 17:54:27.158239	2014	10	4	Sobota
2014-10-05 17:54:27.158239	2014	10	5	Nedela
2014-10-06 17:54:27.158239	2014	10	6	Pondelok
2014-10-07 17:54:27.158239	2014	10	7	Utorok
2014-10-08 17:54:27.158239	2014	10	8	Streda
2014-10-09 17:54:27.158239	2014	10	9	Stvrtok
2014-10-10 17:54:27.158239	2014	10	10	Piatok
2014-10-11 17:54:27.158239	2014	10	11	Sobota
2014-10-12 17:54:27.158239	2014	10	12	Nedela
2014-10-13 17:54:27.158239	2014	10	13	Pondelok
2014-10-14 17:54:27.158239	2014	10	14	Utorok
2014-10-15 17:54:27.158239	2014	10	15	Streda
2014-10-16 17:54:27.158239	2014	10	16	Stvrtok
2014-10-17 17:54:27.158239	2014	10	17	Piatok
2014-10-18 17:54:27.158239	2014	10	18	Sobota
2014-10-19 17:54:27.158239	2014	10	19	Nedela
2014-10-20 17:54:27.158239	2014	10	20	Pondelok
2014-10-21 17:54:27.158239	2014	10	21	Utorok
2014-10-22 17:54:27.158239	2014	10	22	Streda
2014-10-23 17:54:27.158239	2014	10	23	Stvrtok
2014-10-24 17:54:27.158239	2014	10	24	Piatok
2014-10-25 17:54:27.158239	2014	10	25	Sobota
2014-10-26 17:54:27.158239	2014	10	26	Nedela
2014-10-27 17:54:27.158239	2014	10	27	Pondelok
2014-10-28 17:54:27.158239	2014	10	28	Utorok
2014-10-29 17:54:27.158239	2014	10	29	Streda
2014-10-30 17:54:27.158239	2014	10	30	Stvrtok
2014-10-31 17:54:27.158239	2014	10	31	Piatok
2014-11-01 17:54:27.158239	2014	11	1	Sobota
2014-11-02 17:54:27.158239	2014	11	2	Nedela
2014-11-03 17:54:27.158239	2014	11	3	Pondelok
2014-11-04 17:54:27.158239	2014	11	4	Utorok
2014-11-05 17:54:27.158239	2014	11	5	Streda
2014-11-06 17:54:27.158239	2014	11	6	Stvrtok
2014-11-07 17:54:27.158239	2014	11	7	Piatok
2014-11-08 17:54:27.158239	2014	11	8	Sobota
2014-11-09 17:54:27.158239	2014	11	9	Nedela
2014-11-10 17:54:27.158239	2014	11	10	Pondelok
2014-11-11 17:54:27.158239	2014	11	11	Utorok
2014-11-12 17:54:27.158239	2014	11	12	Streda
2014-11-13 17:54:27.158239	2014	11	13	Stvrtok
2014-11-14 17:54:27.158239	2014	11	14	Piatok
2014-11-15 17:54:27.158239	2014	11	15	Sobota
2014-11-16 17:54:27.158239	2014	11	16	Nedela
2014-11-17 17:54:27.158239	2014	11	17	Pondelok
2014-11-18 17:54:27.158239	2014	11	18	Utorok
2014-11-19 17:54:27.158239	2014	11	19	Streda
2014-11-20 17:54:27.158239	2014	11	20	Stvrtok
2014-11-21 17:54:27.158239	2014	11	21	Piatok
2014-11-22 17:54:27.158239	2014	11	22	Sobota
2014-11-23 17:54:27.158239	2014	11	23	Nedela
2014-11-24 17:54:27.158239	2014	11	24	Pondelok
2014-11-25 17:54:27.158239	2014	11	25	Utorok
2014-11-26 17:54:27.158239	2014	11	26	Streda
2014-11-27 17:54:27.158239	2014	11	27	Stvrtok
2014-11-28 17:54:27.158239	2014	11	28	Piatok
2014-11-29 17:54:27.158239	2014	11	29	Sobota
2014-11-30 17:54:27.158239	2014	11	30	Nedela
2014-12-01 17:54:27.158239	2014	12	1	Pondelok
2014-12-02 17:54:27.158239	2014	12	2	Utorok
2014-12-03 17:54:27.158239	2014	12	3	Streda
2014-12-04 17:54:27.158239	2014	12	4	Stvrtok
2014-12-05 17:54:27.158239	2014	12	5	Piatok
2014-12-06 17:54:27.158239	2014	12	6	Sobota
2014-12-07 17:54:27.158239	2014	12	7	Nedela
2014-12-08 17:54:27.158239	2014	12	8	Pondelok
2014-12-09 17:54:27.158239	2014	12	9	Utorok
2014-12-10 17:54:27.158239	2014	12	10	Streda
2014-12-11 17:54:27.158239	2014	12	11	Stvrtok
2014-12-12 17:54:27.158239	2014	12	12	Piatok
2014-12-13 17:54:27.158239	2014	12	13	Sobota
2014-12-14 17:54:27.158239	2014	12	14	Nedela
2014-12-15 17:54:27.158239	2014	12	15	Pondelok
2014-12-16 17:54:27.158239	2014	12	16	Utorok
2014-12-17 17:54:27.158239	2014	12	17	Streda
2014-12-18 17:54:27.158239	2014	12	18	Stvrtok
2014-12-19 17:54:27.158239	2014	12	19	Piatok
2014-12-20 17:54:27.158239	2014	12	20	Sobota
2014-12-21 17:54:27.158239	2014	12	21	Nedela
2014-12-22 17:54:27.158239	2014	12	22	Pondelok
2014-12-23 17:54:27.158239	2014	12	23	Utorok
2014-12-24 17:54:27.158239	2014	12	24	Streda
2014-12-25 17:54:27.158239	2014	12	25	Stvrtok
2014-12-26 17:54:27.158239	2014	12	26	Piatok
2014-12-27 17:54:27.158239	2014	12	27	Sobota
2014-12-28 17:54:27.158239	2014	12	28	Nedela
2014-12-29 17:54:27.158239	2014	12	29	Pondelok
2014-12-30 17:54:27.158239	2014	12	30	Utorok
2014-12-31 17:54:27.158239	2014	12	31	Streda
2015-01-01 17:54:27.158239	2015	1	1	Stvrtok
2015-01-02 17:54:27.158239	2015	1	2	Piatok
2015-01-03 17:54:27.158239	2015	1	3	Sobota
2015-01-04 17:54:27.158239	2015	1	4	Nedela
2015-01-05 17:54:27.158239	2015	1	5	Pondelok
2015-01-06 17:54:27.158239	2015	1	6	Utorok
2015-01-07 17:54:27.158239	2015	1	7	Streda
2015-01-08 17:54:27.158239	2015	1	8	Stvrtok
2015-01-09 17:54:27.158239	2015	1	9	Piatok
2015-01-10 17:54:27.158239	2015	1	10	Sobota
2015-01-11 17:54:27.158239	2015	1	11	Nedela
2015-01-12 17:54:27.158239	2015	1	12	Pondelok
2015-01-13 17:54:27.158239	2015	1	13	Utorok
2015-01-14 17:54:27.158239	2015	1	14	Streda
2015-01-15 17:54:27.158239	2015	1	15	Stvrtok
2015-01-16 17:54:27.158239	2015	1	16	Piatok
2015-01-17 17:54:27.158239	2015	1	17	Sobota
2015-01-18 17:54:27.158239	2015	1	18	Nedela
2015-01-19 17:54:27.158239	2015	1	19	Pondelok
2015-01-20 17:54:27.158239	2015	1	20	Utorok
2015-01-21 17:54:27.158239	2015	1	21	Streda
2015-01-22 17:54:27.158239	2015	1	22	Stvrtok
2015-01-23 17:54:27.158239	2015	1	23	Piatok
2015-01-24 17:54:27.158239	2015	1	24	Sobota
2015-01-25 17:54:27.158239	2015	1	25	Nedela
2015-01-26 17:54:27.158239	2015	1	26	Pondelok
2015-01-27 17:54:27.158239	2015	1	27	Utorok
2015-01-28 17:54:27.158239	2015	1	28	Streda
2015-01-29 17:54:27.158239	2015	1	29	Stvrtok
2015-01-30 17:54:27.158239	2015	1	30	Piatok
2015-01-31 17:54:27.158239	2015	1	31	Sobota
2015-02-01 17:54:27.158239	2015	2	1	Nedela
2015-02-02 17:54:27.158239	2015	2	2	Pondelok
2015-02-03 17:54:27.158239	2015	2	3	Utorok
2015-02-04 17:54:27.158239	2015	2	4	Streda
2015-02-05 17:54:27.158239	2015	2	5	Stvrtok
2015-02-06 17:54:27.158239	2015	2	6	Piatok
2015-02-07 17:54:27.158239	2015	2	7	Sobota
2015-02-08 17:54:27.158239	2015	2	8	Nedela
2015-02-09 17:54:27.158239	2015	2	9	Pondelok
2015-02-10 17:54:27.158239	2015	2	10	Utorok
2015-02-11 17:54:27.158239	2015	2	11	Streda
2015-02-12 17:54:27.158239	2015	2	12	Stvrtok
2015-02-13 17:54:27.158239	2015	2	13	Piatok
2015-02-14 17:54:27.158239	2015	2	14	Sobota
2015-02-15 17:54:27.158239	2015	2	15	Nedela
2015-02-16 17:54:27.158239	2015	2	16	Pondelok
2015-02-17 17:54:27.158239	2015	2	17	Utorok
2015-02-18 17:54:27.158239	2015	2	18	Streda
2015-02-19 17:54:27.158239	2015	2	19	Stvrtok
2015-02-20 17:54:27.158239	2015	2	20	Piatok
2015-02-21 17:54:27.158239	2015	2	21	Sobota
2015-02-22 17:54:27.158239	2015	2	22	Nedela
2015-02-23 17:54:27.158239	2015	2	23	Pondelok
2015-02-24 17:54:27.158239	2015	2	24	Utorok
2015-02-25 17:54:27.158239	2015	2	25	Streda
2015-02-26 17:54:27.158239	2015	2	26	Stvrtok
2015-02-27 17:54:27.158239	2015	2	27	Piatok
2015-02-28 17:54:27.158239	2015	2	28	Sobota
2015-03-01 17:54:27.158239	2015	3	1	Nedela
2015-03-02 17:54:27.158239	2015	3	2	Pondelok
2015-03-03 17:54:27.158239	2015	3	3	Utorok
2015-03-04 17:54:27.158239	2015	3	4	Streda
2015-03-05 17:54:27.158239	2015	3	5	Stvrtok
2015-03-06 17:54:27.158239	2015	3	6	Piatok
2015-03-07 17:54:27.158239	2015	3	7	Sobota
2015-03-08 17:54:27.158239	2015	3	8	Nedela
2015-03-09 17:54:27.158239	2015	3	9	Pondelok
2015-03-10 17:54:27.158239	2015	3	10	Utorok
2015-03-11 17:54:27.158239	2015	3	11	Streda
2015-03-12 17:54:27.158239	2015	3	12	Stvrtok
2015-03-13 17:54:27.158239	2015	3	13	Piatok
2015-03-14 17:54:27.158239	2015	3	14	Sobota
2015-03-15 17:54:27.158239	2015	3	15	Nedela
2015-03-16 17:54:27.158239	2015	3	16	Pondelok
2015-03-17 17:54:27.158239	2015	3	17	Utorok
2015-03-18 17:54:27.158239	2015	3	18	Streda
2015-03-19 17:54:27.158239	2015	3	19	Stvrtok
2015-03-20 17:54:27.158239	2015	3	20	Piatok
2015-03-21 17:54:27.158239	2015	3	21	Sobota
2015-03-22 17:54:27.158239	2015	3	22	Nedela
2015-03-23 17:54:27.158239	2015	3	23	Pondelok
2015-03-24 17:54:27.158239	2015	3	24	Utorok
2015-03-25 17:54:27.158239	2015	3	25	Streda
2015-03-26 17:54:27.158239	2015	3	26	Stvrtok
2015-03-27 17:54:27.158239	2015	3	27	Piatok
2015-03-28 17:54:27.158239	2015	3	28	Sobota
2015-03-29 17:54:27.158239	2015	3	29	Nedela
2015-03-30 17:54:27.158239	2015	3	30	Pondelok
2015-03-31 17:54:27.158239	2015	3	31	Utorok
2015-04-01 17:54:27.158239	2015	4	1	Streda
2015-04-02 17:54:27.158239	2015	4	2	Stvrtok
2015-04-03 17:54:27.158239	2015	4	3	Piatok
2015-04-04 17:54:27.158239	2015	4	4	Sobota
2015-04-05 17:54:27.158239	2015	4	5	Nedela
2015-04-06 17:54:27.158239	2015	4	6	Pondelok
2015-04-07 17:54:27.158239	2015	4	7	Utorok
2015-04-08 17:54:27.158239	2015	4	8	Streda
2015-04-09 17:54:27.158239	2015	4	9	Stvrtok
2015-04-10 17:54:27.158239	2015	4	10	Piatok
2015-04-11 17:54:27.158239	2015	4	11	Sobota
2015-04-12 17:54:27.158239	2015	4	12	Nedela
2015-04-13 17:54:27.158239	2015	4	13	Pondelok
2015-04-14 17:54:27.158239	2015	4	14	Utorok
2015-04-15 17:54:27.158239	2015	4	15	Streda
2015-04-16 17:54:27.158239	2015	4	16	Stvrtok
2015-04-17 17:54:27.158239	2015	4	17	Piatok
2015-04-18 17:54:27.158239	2015	4	18	Sobota
2015-04-19 17:54:27.158239	2015	4	19	Nedela
2015-04-20 17:54:27.158239	2015	4	20	Pondelok
2015-04-21 17:54:27.158239	2015	4	21	Utorok
2015-04-22 17:54:27.158239	2015	4	22	Streda
2015-04-23 17:54:27.158239	2015	4	23	Stvrtok
2015-04-24 17:54:27.158239	2015	4	24	Piatok
2015-04-25 17:54:27.158239	2015	4	25	Sobota
2015-04-26 17:54:27.158239	2015	4	26	Nedela
2015-04-27 17:54:27.158239	2015	4	27	Pondelok
2015-04-28 17:54:27.158239	2015	4	28	Utorok
2015-04-29 17:54:27.158239	2015	4	29	Streda
2015-04-30 17:54:27.158239	2015	4	30	Stvrtok
2015-05-01 17:54:27.158239	2015	5	1	Piatok
2015-05-02 17:54:27.158239	2015	5	2	Sobota
2015-05-03 17:54:27.158239	2015	5	3	Nedela
2015-05-04 17:54:27.158239	2015	5	4	Pondelok
2015-05-05 17:54:27.158239	2015	5	5	Utorok
2015-05-06 17:54:27.158239	2015	5	6	Streda
2015-05-07 17:54:27.158239	2015	5	7	Stvrtok
2015-05-08 17:54:27.158239	2015	5	8	Piatok
2015-05-09 17:54:27.158239	2015	5	9	Sobota
2015-05-10 17:54:27.158239	2015	5	10	Nedela
2015-05-11 17:54:27.158239	2015	5	11	Pondelok
2015-05-12 17:54:27.158239	2015	5	12	Utorok
2015-05-13 17:54:27.158239	2015	5	13	Streda
2015-05-14 17:54:27.158239	2015	5	14	Stvrtok
2015-05-15 17:54:27.158239	2015	5	15	Piatok
2015-05-16 17:54:27.158239	2015	5	16	Sobota
2015-05-17 17:54:27.158239	2015	5	17	Nedela
2015-05-18 17:54:27.158239	2015	5	18	Pondelok
2015-05-19 17:54:27.158239	2015	5	19	Utorok
2015-05-20 17:54:27.158239	2015	5	20	Streda
2015-05-21 17:54:27.158239	2015	5	21	Stvrtok
2015-05-22 17:54:27.158239	2015	5	22	Piatok
2015-05-23 17:54:27.158239	2015	5	23	Sobota
2015-05-24 17:54:27.158239	2015	5	24	Nedela
2015-05-25 17:54:27.158239	2015	5	25	Pondelok
2015-05-26 17:54:27.158239	2015	5	26	Utorok
2015-05-27 17:54:27.158239	2015	5	27	Streda
2015-05-28 17:54:27.158239	2015	5	28	Stvrtok
2015-05-29 17:54:27.158239	2015	5	29	Piatok
2015-05-30 17:54:27.158239	2015	5	30	Sobota
2015-05-31 17:54:27.158239	2015	5	31	Nedela
2015-06-01 17:54:27.158239	2015	6	1	Pondelok
2015-06-02 17:54:27.158239	2015	6	2	Utorok
2015-06-03 17:54:27.158239	2015	6	3	Streda
2015-06-04 17:54:27.158239	2015	6	4	Stvrtok
2015-06-05 17:54:27.158239	2015	6	5	Piatok
2015-06-06 17:54:27.158239	2015	6	6	Sobota
2015-06-07 17:54:27.158239	2015	6	7	Nedela
2015-06-08 17:54:27.158239	2015	6	8	Pondelok
2015-06-09 17:54:27.158239	2015	6	9	Utorok
2015-06-10 17:54:27.158239	2015	6	10	Streda
2015-06-11 17:54:27.158239	2015	6	11	Stvrtok
2015-06-12 17:54:27.158239	2015	6	12	Piatok
2015-06-13 17:54:27.158239	2015	6	13	Sobota
2015-06-14 17:54:27.158239	2015	6	14	Nedela
2015-06-15 17:54:27.158239	2015	6	15	Pondelok
2015-06-16 17:54:27.158239	2015	6	16	Utorok
2015-06-17 17:54:27.158239	2015	6	17	Streda
2015-06-18 17:54:27.158239	2015	6	18	Stvrtok
2015-06-19 17:54:27.158239	2015	6	19	Piatok
2015-06-20 17:54:27.158239	2015	6	20	Sobota
2015-06-21 17:54:27.158239	2015	6	21	Nedela
2015-06-22 17:54:27.158239	2015	6	22	Pondelok
2015-06-23 17:54:27.158239	2015	6	23	Utorok
2015-06-24 17:54:27.158239	2015	6	24	Streda
2015-06-25 17:54:27.158239	2015	6	25	Stvrtok
2015-06-26 17:54:27.158239	2015	6	26	Piatok
2015-06-27 17:54:27.158239	2015	6	27	Sobota
2015-06-28 17:54:27.158239	2015	6	28	Nedela
2015-06-29 17:54:27.158239	2015	6	29	Pondelok
2015-06-30 17:54:27.158239	2015	6	30	Utorok
2015-07-01 17:54:27.158239	2015	7	1	Streda
2015-07-02 17:54:27.158239	2015	7	2	Stvrtok
2015-07-03 17:54:27.158239	2015	7	3	Piatok
2015-07-04 17:54:27.158239	2015	7	4	Sobota
2015-07-05 17:54:27.158239	2015	7	5	Nedela
2015-07-06 17:54:27.158239	2015	7	6	Pondelok
2015-07-07 17:54:27.158239	2015	7	7	Utorok
2015-07-08 17:54:27.158239	2015	7	8	Streda
2015-07-09 17:54:27.158239	2015	7	9	Stvrtok
2015-07-10 17:54:27.158239	2015	7	10	Piatok
2015-07-11 17:54:27.158239	2015	7	11	Sobota
2015-07-12 17:54:27.158239	2015	7	12	Nedela
2015-07-13 17:54:27.158239	2015	7	13	Pondelok
2015-07-14 17:54:27.158239	2015	7	14	Utorok
2015-07-15 17:54:27.158239	2015	7	15	Streda
2015-07-16 17:54:27.158239	2015	7	16	Stvrtok
2015-07-17 17:54:27.158239	2015	7	17	Piatok
2015-07-18 17:54:27.158239	2015	7	18	Sobota
2015-07-19 17:54:27.158239	2015	7	19	Nedela
2015-07-20 17:54:27.158239	2015	7	20	Pondelok
2015-07-21 17:54:27.158239	2015	7	21	Utorok
2015-07-22 17:54:27.158239	2015	7	22	Streda
2015-07-23 17:54:27.158239	2015	7	23	Stvrtok
2015-07-24 17:54:27.158239	2015	7	24	Piatok
2015-07-25 17:54:27.158239	2015	7	25	Sobota
2015-07-26 17:54:27.158239	2015	7	26	Nedela
2015-07-27 17:54:27.158239	2015	7	27	Pondelok
2015-07-28 17:54:27.158239	2015	7	28	Utorok
2015-07-29 17:54:27.158239	2015	7	29	Streda
2015-07-30 17:54:27.158239	2015	7	30	Stvrtok
2015-07-31 17:54:27.158239	2015	7	31	Piatok
2015-08-01 17:54:27.158239	2015	8	1	Sobota
2015-08-02 17:54:27.158239	2015	8	2	Nedela
2015-08-03 17:54:27.158239	2015	8	3	Pondelok
2015-08-04 17:54:27.158239	2015	8	4	Utorok
2015-08-05 17:54:27.158239	2015	8	5	Streda
2015-08-06 17:54:27.158239	2015	8	6	Stvrtok
2015-08-07 17:54:27.158239	2015	8	7	Piatok
2015-08-08 17:54:27.158239	2015	8	8	Sobota
2015-08-09 17:54:27.158239	2015	8	9	Nedela
2015-08-10 17:54:27.158239	2015	8	10	Pondelok
2015-08-11 17:54:27.158239	2015	8	11	Utorok
2015-08-12 17:54:27.158239	2015	8	12	Streda
2015-08-13 17:54:27.158239	2015	8	13	Stvrtok
2015-08-14 17:54:27.158239	2015	8	14	Piatok
2015-08-15 17:54:27.158239	2015	8	15	Sobota
2015-08-16 17:54:27.158239	2015	8	16	Nedela
2015-08-17 17:54:27.158239	2015	8	17	Pondelok
2015-08-18 17:54:27.158239	2015	8	18	Utorok
2015-08-19 17:54:27.158239	2015	8	19	Streda
2015-08-20 17:54:27.158239	2015	8	20	Stvrtok
2015-08-21 17:54:27.158239	2015	8	21	Piatok
2015-08-22 17:54:27.158239	2015	8	22	Sobota
2015-08-23 17:54:27.158239	2015	8	23	Nedela
2015-08-24 17:54:27.158239	2015	8	24	Pondelok
2015-08-25 17:54:27.158239	2015	8	25	Utorok
2015-08-26 17:54:27.158239	2015	8	26	Streda
2015-08-27 17:54:27.158239	2015	8	27	Stvrtok
2015-08-28 17:54:27.158239	2015	8	28	Piatok
2015-08-29 17:54:27.158239	2015	8	29	Sobota
2015-08-30 17:54:27.158239	2015	8	30	Nedela
2015-08-31 17:54:27.158239	2015	8	31	Pondelok
2015-09-01 17:54:27.158239	2015	9	1	Utorok
2015-09-02 17:54:27.158239	2015	9	2	Streda
2015-09-03 17:54:27.158239	2015	9	3	Stvrtok
2015-09-04 17:54:27.158239	2015	9	4	Piatok
2015-09-05 17:54:27.158239	2015	9	5	Sobota
2015-09-06 17:54:27.158239	2015	9	6	Nedela
2015-09-07 17:54:27.158239	2015	9	7	Pondelok
2015-09-08 17:54:27.158239	2015	9	8	Utorok
2015-09-09 17:54:27.158239	2015	9	9	Streda
2015-09-10 17:54:27.158239	2015	9	10	Stvrtok
2015-09-11 17:54:27.158239	2015	9	11	Piatok
2015-09-12 17:54:27.158239	2015	9	12	Sobota
2015-09-13 17:54:27.158239	2015	9	13	Nedela
2015-09-14 17:54:27.158239	2015	9	14	Pondelok
2015-09-15 17:54:27.158239	2015	9	15	Utorok
2015-09-16 17:54:27.158239	2015	9	16	Streda
2015-09-17 17:54:27.158239	2015	9	17	Stvrtok
2015-09-18 17:54:27.158239	2015	9	18	Piatok
2015-09-19 17:54:27.158239	2015	9	19	Sobota
2015-09-20 17:54:27.158239	2015	9	20	Nedela
2015-09-21 17:54:27.158239	2015	9	21	Pondelok
2015-09-22 17:54:27.158239	2015	9	22	Utorok
2015-09-23 17:54:27.158239	2015	9	23	Streda
2015-09-24 17:54:27.158239	2015	9	24	Stvrtok
2015-09-25 17:54:27.158239	2015	9	25	Piatok
