id_cas,id_pobocka,id_tovar,id_zamestnanec,pocet_kusov,dostupnost_tovaru
560,2,60,218,2,ansetec 
311,9,341,212,4,skladom
333,3,350,159,3,nedostupne
316,2,182,60,12,na ceste
383,1,88,210,12,na ceste
815,10,23,109,5,na ceste
82,6,147,62,8,nedostupne
45,1,289,225,5,na ceste
593,1,375,226,4,na ceste
595,1,229,93,4,skladom
175,5,282,64,1,nedostupne
206,5,61,67,1,skladom
625,8,327,129,1,nedostupne
253,5,136,67,5,skladom
84,1,323,168,2,na objednavku
923,11,27,247,2,na objednavku
412,10,56,142,4,laomkds
378,10,309,138,5,na objednavku
642,6,75,224,4,skladom
227,5,124,48,1,na objednavku
23,1,377,207,10,skladom
620,4,226,145,1,skladom
717,9,160,3,4,nedostupne
562,1,73,158,4,ptunsenedo
558,8,375,29,4,skladom
191,5,370,135,7,na objednavku
681,6,123,38,4,na ceste
116,5,26,228,1,na objednavku
950,7,167,178,4,nedostupne
508,8,7,147,4,skladom
653,2,94,19,5,na objednavku
171,9,288,124,3, eentsca
787,5,194,252,14,na ceste
393,12,391,6,12,nedostupne
347,8,206,190,12,na ceste
574,3,4,99,3,na ceste
914,6,28,146,5,na objednavku
555,2,144,195,3,na objednavku
1,8,98,205,3,na ceste
504,5,76,31,5,na ceste
371,3,282,171,3,skladom
110,3,260,7,4,na ceste
938,9,374,70,8,na ceste
116,5,374,119,1,na ceste
349,4,266,122,9,na ceste
535,7,246,202,10,na ceste
347,12,18,28,3,nedostupne
768,4,152,276,2,na ceste
45,1,263,41,5,na objednavku
547,8,61,184,10,nedostupne
488,12,429,171,10,na ceste
56,12,219,58,6,skladom
605,10,382,106,2,nedostupne
712,8,18,269,8,skladom
668,4,34,137,10,nedostupne
980,4,361,251,2,nedostupne
51,6,425,94,2,skladom
743,3,380,20,1,nedostupne
955,12,256,145,3,nedostupne
641,11,124,33,8,skladom
741,4,205,74,6,ecena st
436,2,30,183,11,skladom
239,2,343,188,5,nedostupne
871,8,55,184,2,na ceste
886,6,446,96,2,na ceste
510,7,245,218,2,na objednavku
21,9,7,28,1,skladom
131,1,68,144,3,skladom
831,5,399,161,1,na ceste
143,7,196,226,4,skladom
528,6,348,261,4,na ceste
102,4,357,115,3,skladom
572,9,242,90,13,mkdsalo
152,6,406,117,3,na ceste
254,9,345,97,9,na ceste
926,1,220,246,9,na objednavku
299,5,411,245,2,na objednavku
152,2,332,132,7,na objednavku
94,6,19,116,4,skladom
256,7,154,17,6,na ceste
908,3,269,88,3,na objednavku
635,6,408,235,3,na objednavku
823,9,288,225,13,nedostupne
823,6,107,138,4,na ceste
652,4,45,121,1,na objednavku
75,7,173,107,12,na objednavku
553,8,31,220,4,na objednavku
930,4,378,166,2,nedostupne
848,2,99,84,8,nedostupne
663,4,37,227,2,skladom
863,1,4,226,3,na ceste
355,4,34,222,6,na ceste
760,2,186,257,2,skladom
835,6,251,119,2,nedostupne
267,10,399,145,13,na objednavku
694,10,433,96,3,na ceste
634,6,135,278,3,nedostupne
622,10,443,175,9,na ceste
436,1,350,175,6,na ceste
94,9,42,158,1,nedostupne
473,2,66,282,3,nedostupne
977,1,300,133,1,skladom
788,6,305,213,4,na objednavku
667,9,155,268,3,nedostupne
763,11,396,118,2,skladom
764,3,445,25,5,na ceste
705,1,255,262,3,na ceste
295,6,362,200,10,nedostupne
416,3,244,189,4,na ceste
23,12,311,248,3,na ceste
363,2,6,32,2,skladom
131,5,297,176,5,na ceste
328,9,95,128,6,nedostupne
906,4,365,33,4,jnnb dkevaauo
331,3,37,194,1,na ceste
263,12,58,141,3,nedostupne
116,7,280,208,4,na objednavku
472,11,357,58,2,na ceste
78,9,413,150,7,na objednavku
538,8,197,105,15,skladom
261,11,197,2,1,nedostupne
611,12,50,60,2,na objednavku
749,8,408,186,2,na ceste
597,9,125,260,3,na ceste
401,11,290,125,9,skladom
997,9,73,252,4,na objednavku
683,2,321,120,15,na ceste
456,5,97,86,13,nedostupne
776,9,245,128,10,na objednavku
731,1,272,24,13,nedostupne
912,3,270,197,14,skladom
623,7,328,257,6,na objednavku
585,1,21,194,4, saecnte
85,9,425,191,31,na objednavku
83,5,38,95,4,nedostupne
202,8,366,228,12,na ceste
949,2,246,238,1,skladom
159,10,25,47,4,skladom
487,3,83,114,1,skladom
181,8,227,271,1,skladom
222,4,283,282,11,na objednavku
550,4,366,151,4,na objednavku
951,1,256,173,3,na ceste
300,8,200,23,13,skladom
497,12,412,252,1,nedostupne
254,12,81,129,2,na ceste
794,11,144,261,7,na ceste
587,3,386,175,2,skladom
27,4,423,192,4,na objednavku
380,10,391,237,1,skladom
628,9,3,87,4,na objednavku
704,6,427,151,4,na objednavku
494,2,273,96,4,na objednavku
973,9,272,203,15,nedostupne
324,11,265,37,6,na ceste
360,6,193,37,1,nedostupne
342,5,314,145,1,na objednavku
708,1,39,126,3,skladom
57,8,379,130,2,skladom
784,4,384,13,14,na ceste
656,1,353,221,2,na ceste
365,8,310,210,3,na objednavku
144,5,143,50,6,na ceste
769,2,303,164,15,nedostupne
78,6,113,272,2,nedostupne
737,4,282,80,2,skladom
27,4,198,128,3,na objednavku
45,8,394,157,4,skladom
521,10,421,52,2,na objednavku
933,8,161,68,6,na ceste
380,7,133,205,1,na ceste
402,12,197,62,13,nedostupne
940,7,293,183,7,na objednavku
81,7,297,229,1,na ceste
93,2,437,242,1,na objednavku
308,6,229,102,5,na objednavku
76,9,120,272,1,na objednavku
417,3,186,223,3,nedostupne
962,11,360,240,13,tnuspodnee
611,1,268,199,1,nedostupne
358,1,371,7,2,nedostupne
559,8,274,156,14,na ceste
210,11,77,23,5,na objednavku
915,7,279,212,1,nedostupne
431,6,22,184,1,na ceste
972,7,217,246,21,nedostupne
826,12,162,72,3,nedostupne
327,3,380,90,2,na objednavku
998,10,107,143,1,salodmk
872,1,18,148,1,na ceste
928,2,254,273,5,na ceste
539,8,137,70,3,na objednavku
47,2,16,120,2,na objednavku
340,7,278,257,1,skladom
930,3,193,232,5,na objednavku
697,9,68,135,12,na objednavku
19,8,234,164,4,nedostupne
72,2,175,158,2,nsate ec
845,7,374,191,14,na ceste
440,7,49,278,6,na ceste
396,7,312,232,11,na ceste
796,8,19,192,12,na objednavku
752,7,236,126,15,na objednavku
391,7,137,205,8,nedostupne
32,5,373,81,10,nedostupne
615,6,277,13,4,nedostupne
409,4,227,176,4,nedostupne
181,5,219,73,9,na objednavku
558,6,264,168,4,na objednavku
867,4,211,272,4,skladom
920,8,135,238,5,na objednavku
358,1,42,2,3,nedostupne
338,7,25,169,1,jo vekabnaund
220,4,233,45,10,na objednavku
456,6,72,163,5,nedostupne
184,4,321,3,4,nedostupne
387,8,420,133,1,skladom
452,12,147,43,1,nedostupne
791,9,176,250,3,skladom
401,11,329,266,3,na ceste
799,7,171,21,4,aodbueann kjv
269,6,128,136,3,na objednavku
837,11,445,213,11,na ceste
737,12,242,280,6,na objednavku
872,5,129,109,2,na objednavku
248,2,289,67,4,nedostupne
694,7,308,188,5,nedostupne
691,5,335,75,1,skladom
727,1,442,10,3,na objednavku
205,11,16,2,4,na objednavku
657,11,112,3,4,jvdoeu bkaann
321,3,15,249,12,na objednavku
576,1,37,33,5,na objednavku
529,10,357,195,10,nedostupne
246,11,124,184,4,na ceste
17,12,398,33,3,na ceste
76,9,218,201,1,na ceste
62,8,367,58,7,na objednavku
33,2,132,16,4,nedostupne
428,3,415,62,2,na ceste
329,3,379,89,3,nedostupne
659,9,186,107,1,na ceste
491,3,172,171,3,nedostupne
279,5,84,167,3,na objednavku
501,5,323,270,2,skladom
294,7,319,194,3,skladom
68,10,94,205,2,na ceste
425,5,96,164,3,na ceste
414,11,250,224,5,na ceste
470,4,332,170,2,nedostupne
366,5,274,121,4,nedostupne
249,12,228,114,13,na objednavku
602,11,399,224,3,skladom
589,4,352,130,2,na objednavku
298,7,317,155,8,na objednavku
597,6,339,133,4,nedostupne
9,5,180,84,10,nedostupne
349,4,450,268,3,skladom
725,12,445,249,6,en atsec
838,12,79,7,4,nedostupne
942,10,445,241,2,na ceste
855,8,179,109,1,na ceste
914,9,295,52,2,na ceste
701,2,402,237,8,na ceste
281,11,357,2,1,na ceste
276,10,38,258,2,na ceste
936,11,160,126,2,skladom
636,5,277,21,12,na ceste
822,6,195,133,3,nedostupne
446,1,1,110,3,na objednavku
159,1,414,88,5,na objednavku
20,1,313,86,2,nedostupne
692,5,310,248,2,na ceste
780,1,46,99,1,nedostupne
941,12,66,19,2,skladom
344,3,288,198,14,skladom
303,6,146,265,3,na objednavku
102,3,396,112,2,na objednavku
307,8,227,150,1,nedostupne
99,7,348,39,4,na ceste
177,4,132,131,2,nedostupne
193,1,280,227,4,na objednavku
994,12,126,158,3,skladom
360,9,176,159,51,na objednavku
910,12,366,141,1,nedostupne
516,12,222,22,13,nedostupne
846,5,45,54,1,nedostupne
367,3,413,252,11,na objednavku
874,1,351,90,2,na objednavku
757,9,163,142,4,na ceste
44,6,222,228,12,na ceste
773,7,299,45,1,na objednavku
131,11,331,126,2,skladom
953,2,378,280,1,na ceste
150,7,53,159,13,na ceste
153,7,422,152,14,na objednavku
407,10,275,32,5,nedostupne
669,3,131,238,6,nedostupne
216,1,398,44,3,skladom
614,3,98,189,11,na ceste
740,3,164,30,14,skladom
850,3,395,237,6,na ceste
498,11,226,41,8,nedostupne
940,8,287,74,2,na objednavku
920,5,345,213,1,na ceste
950,5,97,29,5,na ceste
344,4,376,75,3,na objednavku
403,12,168,22,3,na ceste
977,10,82,53,1,nedostupne
377,5,204,247,2,lkasmod
303,4,214,55,13,na objednavku
185,3,408,201,4,na objednavku
305,2,405,223,6,nedostupne
289,8,437,32,4,skladom
659,11,61,125,4,nedostupne
823,3,252,123,3,nedostupne
276,11,34,53,1,na objednavku
548,5,213,112,7,na ceste
331,10,110,210,2,na objednavku
633,7,190,17,10,na objednavku
270,4,109,46,2,na ceste
779,2,331,96,2,skladom
487,3,24,45,3,nedostupne
104,9,273,141,11,kldsmao
926,7,270,170,3,na objednavku
628,9,387,176,1,aebdoan njvku
548,2,370,34,5,na ceste
796,2,433,237,2,nedostupne
897,2,305,99,3,nedostupne
960,7,332,32,3,nedostupne
565,1,51,234,5,na ceste
597,6,3,190,3,nedostupne
827,9,12,161,3,na objednavku
84,4,384,90,13,na objednavku
53,6,46,110,13, ubvjekandaon
165,9,26,123,1,na objednavku
871,3,343,46,6,na objednavku
91,8,195,251,1,nedostupne
992,3,173,26,4,skladom
127,7,436,204,10,nedostupne
941,1,265,240,4,nedostupne
326,3,24,82,13,na objednavku
188,9,79,204,2,nedostupne
54,8,388,121,4,na ceste
994,6,361,72,13,nedostupne
973,2,231,226,3,skladom
595,10,341,111,3,na objednavku
37,8,198,94,8,skladom
489,3,172,63,2,na ceste
659,1,26,4,4,enedtpuons
482,12,218,187,10,na ceste
706,11,427,208,13,skladom
341,6,288,26,2,nedostupne
457,11,117,87,7,na objednavku
794,11,115,57,1,nedostupne
142,3,249,131,5,na objednavku
212,10,405,209,3,nedostupne
705,9,117,37,3,na ceste
722,12,57,29,5,skladom
816,2,109,40,12,na objednavku
130,1,110,32,2,na objednavku
733,6,239,189,4,nedostupne
212,4,241,153,1,na ceste
50,9,85,120,1,nedostupne
94,4,277,27,4,na objednavku
655,6,124,122,4,na objednavku
766,5,164,155,2,skladom
568,7,140,219,2,nedostupne
882,7,74,234,12,sopdeunetn
312,5,136,108,2,na ceste
580,12,121,90,13,nedostupne
666,3,267,141,2,na ceste
433,8,441,270,10,nedostupne
143,10,438,223,10,tan sece
161,11,197,202,2,ctesean 
975,1,112,106,4,nedostupne
991,2,21,215,7,skladom
5,6,344,171,6,teesca n
429,7,224,278,10,na ceste
442,3,2,94,4,nedostupne
779,3,122,221,1,na objednavku
278,7,353,275,2,njunbo vadeak
802,6,74,66,3,skladom
107,4,159,69,1,na ceste
434,3,366,99,14,na objednavku
591,7,337,273,3,skladom
567,4,41,111,5,na objednavku
546,10,210,46,1,na ceste
345,9,372,183,2,skladom
325,3,260,223,3,skladom
677,9,408,231,3,skladom
852,6,138,206,6,skladom
839,5,38,105,4,nedostupne
800,6,371,30,2,na ceste
41,9,416,62,7,skladom
933,2,282,188,4,na ceste
249,9,150,43,10,na ceste
508,9,451,277,6,na ceste
135,10,49,152,5,skladom
331,4,238,105,4,skladom
269,1,38,184,2,nedostupne
741,9,69,5,8,nedostupne
919,5,134,125,4,skladom
167,2,206,154,3,na objednavku
766,3,96,60,4,na ceste
305,8,37,138,15,nedostupne
748,11,191,203,7,nedostupne
776,4,47,227,8,na objednavku
875,11,81,274,2,na ceste
481,7,130,180,14,na objednavku
470,9,264,223,6,nedostupne
930,8,151,19,4,na objednavku
720,10,265,273,3,na objednavku
843,6,240,118,3,na objednavku
431,3,330,252,2,na objednavku
746,6,150,191,2,na objednavku
130,9,55,122,10,na objednavku
397,3,157,192,6,skladom
546,9,421,277,2,nedostupne
586,10,204,67,2,na objednavku
483,2,259,258,1,nedostupne
944,11,16,111,4,na objednavku
774,3,185,87,1,nedostupne
925,4,451,11,9,nedostupne
705,9,183,148,1,na objednavku
28,8,320,223,10,na ceste
321,4,183,169,5,na objednavku
427,5,194,115,8,skladom
851,5,350,133,1,na ceste
816,11,101,71,12,na objednavku
219,5,98,240,5,na ceste
396,7,245,19,2,nedostupne
726,5,383,225,8,na objednavku
434,7,390,217,7,na ceste
620,3,229,249,9,na ceste
308,3,69,45,1,na ceste
479,5,379,219,4,na objednavku
112,7,48,161,3,nedostupne
312,5,256,234,5,nedostupne
320,6,99,282,5,na objednavku
829,8,252,58,2,nedostupne
85,4,361,242,4,nedostupne
722,3,278,155,3,nedostupne
823,8,296,276,4,sdmkola
480,2,419,276,15,na ceste
251,2,27,105,10,nedostupne
667,10,160,94,3,na objednavku
380,4,89,142,3,na objednavku
237,5,258,129,6,nedostupne
759,4,179,227,2,skladom
234,4,205,215,1,na objednavku
120,11,266,6,2,nedostupne
461,2,20,84,2,nedostupne
92,2,252,218,1,skladom
74,11,80,223,2,nedostupne
445,2,449,4,4,ksamldo
381,11,406,137,5,na ceste
99,12,204,218,3,na objednavku
325,12,41,200,1,skladom
854,3,367,112,6,na objednavku
165,10,361,190,10,nedostupne
757,11,184,21,4,na objednavku
985,9,398,113,10,skladom
66,10,193,89,2,na objednavku
537,5,240,44,13,skladom
850,1,88,196,4,na ceste
299,1,205,246,8,nedostupne
628,4,210,101,8,skladom
18,1,325,254,2,skladom
327,10,110,102,1,skladom
985,12,308,50,15,na ceste
161,11,73,73,2,skladom
476,4,410,97,15,skladom
606,10,87,6,14,nedostupne
242,12,239,148,14,nedostupne
325,3,346,85,4,nedostupne
600,9,124,33,10,na objednavku
157,9,235,144,6,euanbv djakon
533,6,55,129,11,nedostupne
911,2,271,246,10,nedostupne
992,6,133,74,1,skladom
754,7,337,55,2,na objednavku
82,11,24,244,5,nedostupne
273,12,34,190,4,nedostupne
530,6,315,253,7,na ceste
436,8,316,107,4,skladom
430,8,408,143,4,skladom
641,5,379,19,1,skladom
529,1,336,243,7,na ceste
476,12,171,152,3,na objednavku
39,9,107,262,3,na ceste
913,9,318,130,4,skladom
490,1,171,168,13,eant esc
203,2,322,100,3,skladom
940,2,287,262,3,na objednavku
496,8,362,8,2,na objednavku
130,4,86,125,10,na objednavku
922,6,370,1,3,nedostupne
672,1,272,61,4,na objednavku
299,1,152,205,1,na objednavku
743,7,168,181,3,skladom
814,8,265,8,10,skladom
86,2,14,271,3,skladom
626,12,409,42,4,na objednavku
534,8,2,68,2,nedostupne
581,10,344,53,3,nedostupne
76,5,203,210,3,nedostupne
717,12,353,28,4,nedostupne
422,12,80,267,5,skladom
970,7,183,188,8,nedostupne
807,12,164,150,4,skladom
41,2,380,60,4,skladom
576,12,403,125,1,skladom
154,7,22,69,10,na ceste
5,8,146,183,5,na ceste
794,8,77,266,2,na objednavku
659,12,390,166,4,skladom
794,2,6,240,2,na objednavku
378,3,46,114,3,na objednavku
803,8,419,148,3,na objednavku
497,12,307,62,13,na ceste
632,3,397,212,13,skladom
585,9,251,30,7,nedostupne
500,6,182,51,7,skladom
450,10,220,275,3,nedostupne
795,9,149,13,10,na objednavku
607,5,83,244,4,skladom
447,1,285,70,1,na ceste
950,11,96,67,4,na ceste
279,9,298,261,3,na objednavku
859,2,225,72,7,na ceste
373,1,366,104,2,nedostupne
355,8,346,184,4,nedostupne
651,2,205,9,3,nedostupne
863,7,358,75,8,nedostupne
78,7,383,269,4,na objednavku
636,10,220,9,5,nedostupne
854,10,163,160,2,na ceste
598,6,171,265,8,nedostupne
228,7,29,27,12,na objednavku
808,3,208,64,2,nedostupne
146,7,85,114,2,skladom
970,4,62,255,4,na objednavku
819,1,372,198,1,nedostupne
61,6,113,168,2,na ceste
648,9,189,234,1,na ceste
435,7,222,132,4,nedostupne
311,11,299,196,12,skladom
753,3,335,144,1,na objednavku
376,9,56,230,6,nedostupne
225,3,449,122,5,na ceste
238,3,120,237,1,nedostupne
562,3,354,204,5,nedostupne
93,6,359,117,5,skladom
531,3,192,13,1,nedostupne
813,9,270,95,1,nedostupne
525,11,175,87,1,na ceste
992,5,154,82,10,nedostupne
415,6,352,146,1,na objednavku
65,1,215,283,3,skladom
787,9,211,109,4,na ceste
399,7,419,103,3,na ceste
96,1,96,118,1,na ceste
10,5,222,252,13,na ceste
340,2,103,40,6,nedostupne
667,1,50,141,2,na objednavku
288,12,78,257,13,dnokbjnve aua
684,9,161,118,2,na objednavku
637,11,35,51,1,na objednavku
336,7,391,125,6,skladom
413,12,415,101,2,skladom
840,7,321,103,5,skladom
198,10,167,227,2,na objednavku
975,7,427,44,1,na objednavku
292,3,197,82,2,nedostupne
967,12,113,137,6,na ceste
897,2,246,81,7,nedostupne
828,11,116,103,1,na objednavku
807,3,98,74,1,na objednavku
938,11,197,88,3,nedostupne
367,7,338,213,1,skladom
527,10,326,162,1,na objednavku
57,4,71,253,2,na objednavku
348,7,43,189,4,na objednavku
723,2,403,148,4,nedostupne
838,1,14,84,1,nedostupne
955,3,140,262,9,na objednavku
134,8,25,82,5,na objednavku
734,11,263,200,5,na ceste
248,12,67,42,5,nedostupne
400,8,250,81,10,na ceste
498,2,104,11,13,na objednavku
974,9,229,279,1,skladom
255,3,435,77,6,na objednavku
916,1,267,103,2,na ceste
945,3,265,240,4,skladom
362,2,154,276,13,na objednavku
959,1,90,85,3,nedostupne
311,3,442,205,10,nedostupne
766,12,241,153,4,nedostupne
79,3,44,53,2,skladom
381,3,127,110,3,na objednavku
311,11,198,174,11,nedostupne
52,3,134,167,13,na objednavku
581,5,219,243,2,na ceste
746,5,30,105,7,akdsmlo
211,9,274,250,1,nedostupne
664,1,218,197,1,skladom
956,7,347,99,3,na objednavku
843,11,447,61,3,nedostupne
570,8,20,197,2,nedostupne
858,9,120,196,6,skladom
247,11,275,144,6,nedostupne
417,2,200,243,3,skladom
559,7,22,24,8,na objednavku
215,8,66,253,6,nedostupne
543,12,261,130,11,na ceste
922,12,347,225,9,na objednavku
987,6,306,185,5,skladom
589,2,199,2,4,na ceste
408,10,14,134,10,na objednavku
835,4,80,184,12,na ceste
906,8,53,114,7,na ceste
26,6,352,261,4,na ceste
299,11,13,191,8,skladom
155,11,161,135,12,nedostupne
789,5,171,182,3,na ceste
96,5,62,279,14,nedostupne
526,2,434,244,3,skladom
976,8,299,23,4,eabjknndav uo
325,2,235,105,2,skladom
290,5,4,167,5,na ceste
105,8,52,113,2,nedostupne
629,2,295,250,2,na objednavku
363,1,151,54,3,na ceste
838,9,321,140,3,nedostupne
816,2,241,148,2,nedostupne
787,12,226,83,2,na ceste
793,9,43,258,12,na ceste
380,3,262,49,9,nedostupne
480,2,291,95,4,nedostupne
670,3,62,103,2,skladom
313,3,343,221,4,nedostupne
774,1,221,85,1,na ceste
215,6,351,256,11,euneopnsdt
107,6,138,271,1,na ceste
29,12,287,39,1,na ceste
272,4,193,36,4,nedostupne
438,6,307,228,1,na ceste
163,10,325,95,4,skladom
221,2,316,120,3,na ceste
640,8,143,101,10,na ceste
761,1,76,264,13,na ceste
181,9,9,161,1,nedostupne
596,3,333,1,3,skladom
38,6,180,267,2,na objednavku
65,3,325,171,1,na ceste
159,11,223,102,2,nedostupne
290,2,373,192,4,skladom
744,11,2,70,4,skladom
287,4,360,200,5,na objednavku
381,8,210,7,3,na objednavku
421,6,286,79,4,skladom
447,7,210,20,4,na objednavku
29,12,94,32,13,skladom
197,12,189,280,3,nedostupne
446,4,266,211,3,na objednavku
930,3,366,243,4,skladom
4,12,174,185,11,nedostupne
535,10,412,25,4,na ceste
251,1,330,189,14,na ceste
945,3,196,136,6,nedostupne
302,10,138,241,2,nedostupne
831,7,78,40,4,na ceste
596,3,283,203,3,na objednavku
861,8,442,243,4,skladom
76,2,389,29,2,na ceste
873,6,145,263,14,nedostupne
338,4,179,95,4,na objednavku
238,4,158,253,3,skladom
7,8,320,268,3,na ceste
763,11,70,79,3,skladom
434,8,373,161,3,na objednavku
379,12,379,219,3,skladom
864,12,88,237,4,skladom
832,5,270,88,5,na objednavku
497,9,308,7,3,pseuodntne
484,5,304,144,3,nedostupne
35,3,106,61,3,nedostupne
565,7,84,23,2,nedostupne
681,12,98,268,2,skladom
959,4,402,50,2,skladom
850,10,431,222,2,skladom
246,8,303,274,3,na ceste
740,8,63,95,1,nedostupne
808,2,37,244,4,nedostupne
182,2,136,183,1,na objednavku
1000,10,247,35,6,skladom
449,8,341,15,5,nedostupne
278,10,49,187,5,skladom
508,9,327,57,7,na ceste
422,8,363,118,3,skladom
778,9,450,214,4,skladom
368,1,70,123,3,na ceste
286,9,331,114,8,nedostupne
366,8,209,243,6,skladom
757,5,205,177,3,na ceste
77,10,96,233,3,na objednavku
596,2,185,108,14,na objednavku
341,8,279,142,15,skladom
562,12,272,213,51,na ceste
554,10,412,12,2,skladom
759,6,137,270,1,nedostupne
786,8,169,110,2,na objednavku
589,6,339,252,3,skladom
167,6,198,280,2,na objednavku
682,9,158,182,2,na objednavku
128,6,75,83,8,na objednavku
585,1,42,175,14,skladom
209,11,175,137,1,na ceste
508,12,301,82,1,na objednavku
314,9,401,136,4,na ceste
818,11,361,151,1,skladom
80,5,102,27,15,skladom
76,9,223,220,1,skladom
917,4,36,86,1,na ceste
807,5,451,32,9,nedostupne
95,7,381,95,9,na ceste
12,3,290,67,3,na objednavku
609,7,115,263,8,na objednavku
76,3,255,16,13,na objednavku
408,8,5,146,1,na objednavku
680,11,424,166,3,skladom
151,3,373,57,1,na ceste
715,12,283,174,14,nedostupne
59,9,133,263,9,skladom
80,7,49,95,5,skladom
263,12,67,229,3,na objednavku
866,6,29,252,1,na ceste
768,11,295,203,1,na objednavku
72,4,391,2,2,okdlmsa
375,6,426,117,1,na ceste
702,2,322,242,6,nedostupne
697,2,60,272,13,nedostupne
375,11,416,82,1,na ceste
802,4,282,215,12,na ceste
309,4,376,168,1,na objednavku
67,10,45,239,7,na ceste
793,12,243,193,3,nedostupne
339,7,62,24,11,na ceste
643,5,111,4,4,na objednavku
516,7,42,95,2,na objednavku
859,6,15,275,9,na ceste
149,11,426,16,9,na ceste
883,3,301,243,1,nedostupne
323,9,204,196,4,nedostupne
560,5,121,227,9,skladom
868,11,421,208,3,na objednavku
88,5,314,200,1,na ceste
466,12,307,87,4,nedostupne
821,11,287,94,5,na objednavku
442,11,77,97,4,na objednavku
17,12,19,234,1,t cesane
533,5,312,9,3,na objednavku
97,1,139,138,1,nedostupne
460,6,220,45,5,skladom
895,5,10,146,2,skladom
183,11,226,93,3,na objednavku
252,11,223,212,1,na objednavku
32,4,68,188,3,na ceste
77,1,370,94,11,na objednavku
992,12,272,49,2,na ceste
654,10,66,95,4,na objednavku
41,7,251,108,4,na objednavku
328,4,10,36,12,nedostupne
385,9,395,146,1,nedostupne
748,4,223,131,3,almkods
635,5,312,12,7,na ceste
898,7,193,25,4,nedostupne
967,6,21,266,12,na objednavku
174,12,117,206,1,nedostupne
24,1,100,283,1,na ceste
670,6,62,125,14,skladom
727,4,402,4,2,na ceste
310,10,431,188,6,na objednavku
480,6,320,215,4,na objednavku
981,10,139,207,1,na objednavku
347,8,120,131,4,nedostupne
720,2,118,123,1,na objednavku
20,4,51,74,3,skladom
616,5,279,247,5,nedostupne
637,10,256,31,12,na ceste
698,3,435,102,13,nedostupne
428,12,247,85,4,nedostupne
180,10,424,25,1,na ceste
259,9,331,166,3,nedostupne
417,7,112,111,7,nedostupne
769,10,194,190,2,nedostupne
939,10,24,100,2,skladom
80,2,314,74,1,nedostupne
33,3,43,176,4,na ceste
225,9,45,78,1,skladom
664,3,1,164,3,na objednavku
82,3,439,100,1,mdksalo
747,8,197,221,4,na objednavku
144,7,120,136,2,nedostupne
558,2,425,82,1,skladom
468,11,295,63,3,na objednavku
413,2,394,236,4,na ceste
389,3,328,189,2,na objednavku
177,4,216,90,4,na objednavku
647,7,290,1,1,na ceste
896,5,271,37,13,skladom
775,11,220,99,2,na ceste
458,8,319,233,13,na ceste
165,10,121,137,13,skladom
989,2,336,51,3,nedostupne
291,8,4,247,5,skladom
588,8,234,96,3,na objednavku
25,12,382,119,9,na ceste
604,11,375,44,11,na ceste
460,12,1,114,5,skladom
300,12,393,104,2,nedostupne
879,12,375,26,1,skladom
400,9,189,139,2,nedostupne
574,10,138,197,1,na objednavku
583,10,380,218,5,nedostupne
421,4,154,202,3,nedostupne
8,3,225,170,11,skladom
906,10,182,105,2,na ceste
304,3,15,52,7,na ceste
511,2,328,170,12,nedostupne
160,6,240,152,4,na ceste
283,6,282,174,1,skladom
164,1,401,126,3,na objednavku
96,10,439,86,8,skladom
565,5,385,153,2,na objednavku
492,3,295,65,1,nedostupne
219,4,426,236,5,na ceste
595,3,46,90,5,skladom
493,3,383,272,2,na objednavku
61,12,339,271,2,skladom
681,8,6,26,1,na ceste
82,3,137,124,2,skladom
296,3,39,257,3,na ceste
641,7,111,59,4,nedostupne
502,7,377,167,1,nedostupne
568,5,359,104,1,nedostupne
375,4,70,233,1,e sentac
715,7,219,90,4,skladom
708,11,447,19,1,skladom
353,2,260,171,2,nedostupne
44,6,277,70,1,punesdteon
544,1,220,43,2,na ceste
732,12,53,3,14,nedostupne
569,5,387,175,3,na ceste
983,10,320,86,3,na objednavku
443,8,141,163,3,na objednavku
522,10,430,168,1,osmadlk
969,1,370,48,1,na ceste
216,1,121,42,2,nedostupne
805,6,189,148,3,na ceste
159,12,370,92,8,skladom
156,1,363,243,5,skladom
876,7,371,118,11,na ceste
900,1,172,267,1,na objednavku
204,3,446,61,1,na objednavku
413,5,43,155,12,skladom
812,9,400,122,6,skladom
385,2,296,283,12,skladom
137,5,174,178,5,na objednavku
818,10,268,187,3,nedostupne
312,2,420,103,1,na objednavku
898,1,71,149,1,vjdoaukbna en
938,8,264,137,13,na objednavku
944,12,388,81,1,skladom
121,8,431,197,7,nedostupne
831,1,100,15,3,na objednavku
663,6,334,181,2,nedostupne
499,11,108,38,8,na ceste
471,11,102,165,2,na ceste
540,6,245,171,2,na objednavku
105,1,383,200,6,skladom
37,8,188,267,3,nedostupne
549,1,36,226,6,na objednavku
671,3,282,7,12,nedostupne
615,1,99,89,3,nedostupne
31,1,103,175,3,skladom
495,2,310,156,5,na objednavku
709,5,46,215,2,na ceste
251,11,42,162,3,na objednavku
861,2,248,140,10,na ceste
166,1,169,50,15,na objednavku
424,2,117,275,6,na objednavku
555,1,258,279,2,nedostupne
714,9,283,101,3,na objednavku
264,5,421,144,3,na ceste
933,3,108,195,3,nedostupne
69,11,225,111,3,skladom
626,5,403,275,1,nedostupne
266,2,422,11,1,na ceste
361,5,278,224,3,skladom
785,6,316,142,4,nvbuaadne koj
871,4,73,91,3,skladom
672,4,315,141,4,na objednavku
