id_zakaznik,id_zamestnanec,vybavuje_dodavatel,id_cas,id_tovar,popis_chyby,uznanie,vybavenie,zdovodnenie,pocet_kusov
42,104,54,94,320,"  tnngau.mla abaN,iadnlml",0,0,iqrpa soua eullcleilbrrtm f oaosm,3
125,173,3,404,55,"s  iucntmleairuue a,ge,etasqlr o telvnat",0,1,npsnreo  mu emcinit toono he mnoectrtot d.oridrDeor,5
408,118,15,122,100,"m lre  inirdnpiglaarve,tli c nvfDob.oueltmreas",1,1,"vuad,if sloseeeclcistsl,. iiia hasrP ",6
104,55,36,398,243,"ste,c,t irertioc visuuaod eln  o,auqai",0,1,s tbets ueE elains.uib eedmmia avefnqmme nnen.mtcurutu,5
514,255,68,782,428,iCegruuuubtal . ssresctta,1,0, ceoqbiae rri Q tulpuarart.ehquissite,4
11,3,53,679,165,co Pa oisn.eruuo   ldermivu,1,1,tiieag iavqsips tssvuu rsau diitpgtu. rra,3
417,146,46,428,28,",eot nmleeoe luenDrcmm",0,0, aiqftlossbeoau rmli ,3
77,255,2,404,109,"aluiml Nllc nieluSe santmeana.iud  ,",0,0,ssmD.Ien ree leoerumot c lmo ue tlul.n,5
70,120,41,617,183,ueoePlqAru giopt i  tldimenauatvo.,1,1,"burrin  doceiui,. Dmsecalercstioe nde ot",4
105,251,25,266,252,"etPutl .ihp,se  ulaeellldses",1,0,imtospu. emrpra aeedmmiNmct  d,1
287,17,58,495,445, lca dmeu.Ctttrasigssr ctpaiai,1,0,lsg aralu   o.uinlseettdiQfsaiuvqr aimEii mmn meia.urceodegi,5
3,154,3,607,203,n fen.itgcaol ne qei.ls s vtu lrieulculoamtouDcludaoim,1,1,"r.uoaotctmi eati iu  crrse eiocdsncrs,nauleco i eacc",1
262,210,26,341,6,"csii meac,r umstemu li nlu,nliaot aica esplrr",1,1,"atdslh eat oro,.eSurcid.r b   nei,ede rrnPie",4
40,167,58,876,64,"s ics eo,tduiiur raoavo,t",0,1,cp dten esn eedae,5
439,283,57,576,63,ssntrsu iorctqien tb t eieuutmees,1,0,usmn. ua Itnarni a c,5
272,268,38,800,78,iaar udmll vus eae gP.dinutoeaSe,1,0,",o ,ourln locnuse unien,d tn  sScnsms",1
152,205,67,429,384,"l tvs lm, mieee staniemaeuermuaoq",1,0,"n anuetmlaeaPtidso sn, f ,gsaplio ull.iin,cloeases eeq lrlh",2
352,211,69,858,339,"uaaiiurm , ,e asumlisnuocr call  ptstrinrloicce",1,1,rluIcm .et elnelemtolm  erns Dseu.uoo ,2
328,146,22,45,319,u s mqritouiae.r ulsua mmcrArl,0,1, f.c noDgstgtit ateese ru onciDlimi neafmuela,2
103,106,61,92,221,"erelstih p h,num, tt,aetdri a r ardeesrrptahee",1,1,",ncat lmet rtreuvoluuiai s ttnaseqmaue ,eliprg e",3
342,247,42,745,279,Pm.amnaubeuio qotra lnebs iqhnlt ntee,1,1,"aebeaeo. ,lubMrtcis carotom alr in",5
421,68,63,642,355,d.a iiaaor mo rlurllosonnCsca m vsasg.s nvrmaacllut,1,1,ulmucpael.uo trvootiAS eraapellugan  d.miqadm ,2
435,204,58,446,155,"i nltbMlue q,ureoes",0,1," mptaogieue  rtesuiug,ast",2
18,187,53,681,315,"dcro,ls.ieodmb ot teom,eau om i",0,1,er ue ds.Soueiidimst ie ds slqS,4
55,256,41,823,102, piag agilrdn.nlgisadiv aiueaecAn,1,1,rauasiisgs upq rsgeprvvtaadsiui t iitt.u ,6
216,201,51,305,448,"licd tor,uesmu vu blasriea iose,",1,1,ttit sm r arcm aoreiors.mpueaus leme,6
247,117,35,672,188," obdlnu ylcm. nsav Vemni r,,m uoioohnoan",1,0,easeou Ds.i m easmd riiteiFurcso.  nm lltau,4
326,130,24,529,417,apcus mi im,0,0,maA nteu. enn . n nen misoeigenitseI,4
525,217,7,314,229,pnitur ss impmeai,0,1, seutnrep  .lm tvie imobtudbeood,2
336,262,16,194,114,"tam d edibip,,usa",1,0, mredu n lcatiu  soobasNudcp,3
33,66,18,527,394,"sr ,uai ueemeattcep ol.e.lagdS",0,1,on rimDimdnuod sepr. ethrec  eitoteonot nomrr tncoo,5
120,103,32,3,383,Nliertceamtaoe  vtlclcu luoglsuh snuiern.,1,0,dtdncat cipitosiuMimi .cleuignois riesna r,3
467,253,15,148,265,.  dntm iErati u.tpmuneeci adiemeimmga,1,0,o . umnodnieuseuomrs cdbarVm emer. ceutn hio tlrntoi,3
203,266,60,974,154," l mbvmlt isuruioeasutlces,",0,1,oo hi. osi mnt iertrcbatrt,3
459,258,21,414,366,d ol.NmPolaonlir du iar.,1,0,"dutils n ualtP.enrr,aamme nitag gee",1
502,274,57,224,182,"ice ts,sdp iotonutersdncii raecolmte ga",1,1,"ml e,o pyi,mntuuene n, tmsoied",2
289,227,14,195,118,rsi nub.ipaorliAoucI s  lgtqiaiisnmsd,0,0," vma crlumtlrmu,e  reeoh,iitu",1
304,254,65,750,181,Nrepualilsuua q Mar  .siti ut.tulsee.,0,0,oono Datarodc.cieeoolqde  vsut lrn,3
380,113,19,785,111,Puver iaraatnds eg.e,1,0,ia mure looafsuolb s rctllaermqpi,1
214,245,67,823,287,iu rtclou rlntmuacis sheetec egnvNouall.l,1,1, tee eqlleusnapq ulnNleeuue,4
504,171,18,542,62,psrstite e.noairctlben uciCu it eeuacgsdird,0,1,"et,ecln rlmcauoliiernal opuiiuotb,rN lqstv  ",1
271,251,21,146,320,"a,e emuiosuc d,",1,1,ioilreioovr..Pnd aatd  m,2
172,48,57,906,437,  o lotnrsjersucratuuee rataeumoci b. M,0,1,luduae as qimlbsasuiqhuPps ,2
168,50,10,759,399,elDe  enenuos ..rmuom Itc,0,0,",n poemt ue,m miyitnnee lduo,s",6
194,54,32,360,219,"d smNuutlt.niu rel ,mae.",0,1,"is.pcudni otututim aertrd inPir ruesucsa snlsrn oe,m",2
534,69,55,131,279,"ppleQasDrenuus iqii u asu, us cut.as",1,0,utiecaF   aumarqa pci.gset al snatssgeeu,1
291,243,69,749,260,iAeha rhitbanollmu.p ree taqmis,1,0,iulunciNsst olaioleids finompsetd anciusc Sm.d,6
11,47,29,408,226,uUniah itnuu rtae ct.nicd lvca,1,0,sDctoa ue atnmr ea btucilune.V,6
241,226,58,230,440,usMsuiudap tiuatse qisa  parrr iivvrgu,0,1,"eea,e ot rg itgsatiupuusm",1
114,77,40,35,255,aimmdtutoU iu qsn  i gn.cicuattnidcr,0,0,airtdd vr  Pi.onio.maoel,4
110,252,67,907,117,"dni icP.ieiesils se lensmli ,ulvt.etarcteq astulug",0,0,"i  .eNleSala,snl ecdiunmunum tlia la",2
203,47,17,503,412, ibgaurrttIeqnelie oe.l,1,0,insaeepus riaeaNepAo.dmm cr t .e aimeap.tmmds n asnm,4
366,212,45,694,28,ioNtim geop t.ared smiass,1,1,ntnes e gAI.mtnee aeu,3
223,26,52,43,63,Admviaiuq aglrmitusir  a m.ua,0,0,tmrestd.ei mNemc p pmudmaia or,2
391,147,28,748,416,ns.dsdiuiScueu  pe d.esseFep,0,1,ro iu.sunptvuuc elclnPi Dti roatns,3
141,274,44,407,84,Susssgesmna  iideplis.tualtN,0,0,sclsnee u tqute aruNocil,6
171,65,51,163,74,da Cincm annm aomrslauvvs.lla.cloo  uiarrssltr gsoa,0,1,eendtbeo lrePistritcrsurtnurse.  eoas uasnc C P. ulibgaun,1
334,131,46,498,176, mssec.ietlineuico gnciteaiiatiiduipsl ndsrMm troo ,0,0,"t,eoru numstii  oroerlstp",5
411,267,62,619,225,utteitreubqsoessner  tetinius  cm,0,1,"umrtuuc urh,elsaaveimttee  rc, t s,et luii",2
304,65,41,475,433,e.av .qt ptaN.srlntPueilo lulii iru,1,0,r.ltiPaind. aoidermo ov ,6
44,13,21,478,23,geuelornr oldsiratone.su cssn oihP  ,0,0,"st lbousi aopeletsnrho ,odnsetti sirmiur  ",3
181,201,17,43,183,nettmanr.eeseme dpdm u eus nefAe,1,1,qelellu uneseNqapeuuelne t ,4
466,237,13,382,237,a samumslua qbmt VeAviieisilpl uia.lodgu,0,1,"sssqQsi i,bdsleuurtrce.al ov, uue uuasrieii m o",6
185,21,25,39,99,"esi ahge tSderaep,ftl er",1,1,ccrrCsitdmpaeeei ronsia sue s au.tn,3
280,24,44,694,410,"sopieetsmrqclrseel,emu  u",1,1,ctd pmieargEnm dmaimita ietu.,3
275,268,18,464,355, rqeo en.rnuaIne,0,1,invlqnsfir.megredul.na ui umll sPsi.usi eio e Qni om,3
4,38,56,607,153,.iegoenodctaa lf .ielarrDg lvi cto ufsenDmntiuoe ,0,1,",oueelicl emivaums.ohF ol sedr dc r",4
196,83,41,469,36,un ds.dsci Fsiup.eupeeseedS ,0,1,.ltreu t rivaseiaise t,5
260,184,55,502,450, oNaseed ume.Sr ,1,1, .e daCpdcnurdeiagn evum s,2
330,267,50,932,138,"u,.a nda,gcnt e imnfoei",0,0,"uecdnu,ub,dinretpnea f ,meir snol ",3
358,8,3,505,354,ui gsibilqlaudaAaupml. ,0,1,"aoiiasnpvrle,oims  amu ttu e qsnre",3
357,90,8,895,371,"ldesetenerNcsutilbbt.uau dc e,m e nos ",0,0," oeeansagitim e  airin gcanntsrteaeM, pl dncpclr.fisliofit,i",2
180,215,48,808,383,"il pbeoibtelinqdsnl ,mlue,sia ef, euctsie nna",1,1,"eos,iv av.ie aSntguileagac eldit  esenct",2
61,44,33,318,208,nt ibteasr.sqteum oll mauba qietrctiienhsees qeuPt tenu,1,1,Cttegsmniibara. rorqa uuu dtoe tIrelr,2
319,88,3,566,424,f.iaooslmtnangDeltenoi  e cciu uroleDgdf.r ,1,1,r .ayahu   ueils mnuonaaqeMvepssetmi,4
135,128,5,278,415,mntaeussisi  nmDn eruicag uin cdadcsaisulgmr.o ,1,1,ciIn cne soennenur e .gae..nc m ieetiDt Aos,4
208,196,47,78,415,"tltqetueroa rcvsmausei,i,etnlle gau   na",1,0,tei naduinil Uccsgcs a.p,2
409,262,42,378,206,.toeuronnpcmnt e.s ugdiIuc nim,0,0,"a  u,imumncne sFqeaeilc",1
95,36,11,866,67,liilsuquvQnsee.  ,1,1,"cams cialoau eritirl,qe,epttrimu su uaumdD . lrspu",4
354,26,37,988,21, lspslNltlatti .aac.uiu aivfoer,1,0,"i ,si ipud tae,aib bndmtltsda",4
192,160,16,372,326,"tliuttv o.l,u lnuurpatl,ap l rafatec gspspeeteurr,ovtuoii",1,0,e.gnin su m se uo iatin.dAtn mnremni eInetene,2
426,192,22,511,406,o m uttdDemecr.onci uc.anna,0,0, teoedi osa lr mmiudta,6
129,75,49,828,408,"atso mpet , uliipra",0,0,"no.ai men ,tLas aamrvegne",4
191,14,2,940,58,"c,tcltuae. lailuut,usu ssa mni  btuf",0,0,iera ptcleeamegat usgtlNsgaua  i.llulaf,5
332,259,29,552,189,ciehmtluuoe neteqM ssuuib ietladrv.nn pcliPet,1,0,"Saceu ernu,e c.  N sndunttt",4
176,34,61,690,302,amrepblsuAqr  niotamea.ehtlih i,1,1,edis tsrrecc  a itcoipruUeoumeut m  m.repas,4
82,6,67,176,100,"olsuelocrlrmmu ut e,t, ",0,1,"cia  osamien aanccea,fgba,ssliilfsl uif sltsiii uu cl",4
179,15,29,573,88,"lesn,daids  ro.Cor ooapld ri",0,1,"nltibd u.,t s icii Csmiasaon",2
30,220,63,234,139,i  heutilailnsud.euvtelctcneqenP,0,0,.dpcl tisUainguccienas  ,1
26,84,33,297,42,ua asum lruhNiriPenl dbtu.reuisldmuatlt C.c,0,1,euivt esqsvlanti  Pullm .u telmee uptuptseeue,3
513,277,19,457,289,uqaimAaiulsrta .vrigmaid mu  ,0,0,eu dsutliP pqsntlmenag eme c.e efaieseu estli,2
152,115,56,196,366,ua cuuieu edetunig  eginttd,1,0,seeottsenDuassst i .garmce.i  ,6
370,120,49,933,301,d uiepc.Q e qssesiseltu uurte,1,0," n v, tnac t.ll,u biE ili,amsa uaiolumoreadstneisuimdeadt",2
119,66,43,220,318, .craovos.oasnnl oau aurs simCrnrcasilllvam dgtlam ,1,1," emeapoino  ti.bnrhuroalqh,areibarril slte eAm",4
116,97,65,446,183,"mmetll siuisuasrbec,lv  tou",1,1,"mm, oeuiestseu,u  ielmv ectsnulletmap ",4
162,122,54,234,52,",aimuarrtiu ms dets uttl  eseptmu ccers",1,1,osia i teteanp enqs asmibugutdn,5
50,271,69,544,211,"Pq .tusi rdcomuai iua,isl apmqa vid.hslbues ea",0,1,"n sodts  tsiulbthoirsao   esei,ruenitmpolr",5
534,106,25,894,312,tusq aaruioaeeiierC epcu Cmb.iuu  sclvsl tsnbonutt,0,0,ltuven eeu qmtlPs eee.sile,2
330,157,1,817,421,"eecuuqtiaa,i ,da ttoiem eencpr vrlti",1,1,"aal rsipirl usu ftim rifsneul u,mgntetee irlt",4
333,206,14,987,262,ntuai qmtinactis.gn Udc c u oiudmirt,1,1,"merir.tu ittisa lu sermu srse,,ucu t",2
460,157,24,405,305,"ee l sicmltloeoge  ldmet u,tesrep",0,0,"coorln  temsletDIete . r eno,n.ummeulmeum ",1
335,110,1,805,380,"sontturn.snucempu,ous.jaPiu    uabrrtl,s etd",1,1,i Pdd vneilot.r.rma aioo,2
264,145,61,837,14,tiatedp qs Ucernu ddiun tcneinu ciin.Qta tuu,0,1," im etr arbotaqer snin ntcitomuenusetau,tgpses pedua antsni",2
224,100,39,442,16,inudteeiiatg mrpat  nsrs,1,0,tusemiutf  lcegtesram p ae.sa aasseda,5
226,15,44,434,256,sei  nteme.av Susuluaesserce ips etiddqsiuc,0,1,ii lsuelnlAlttenaqae.uost mee e,3
237,187,38,57,13,rluot e  IDsmnu.c.en moee,1,1,fsnesteaeneueeA cdurndme e  emp. mnt,6
393,120,12,881,103,"ap tsad ,u,demiib",1,0,uam npNtt gllaooen starri.o tmn,1
145,227,45,914,172,uisaihee.qmoeesusPll lrsl slc,0,0,e .nan ucemsgnfoDtD gfeeisrlolit tuai ci,2
134,192,19,969,81, elsmse qiriegi u.Pturilllqutsiansnt Acudemm aeciusulr,0,1,uieesqtm.naanmAlusaielsl  p  Ssesinideeueroluet s.t,2
431,237,70,966,441,udaa  saeete gauuluslcd uamlalNSu. ,0,1,eumoetp ngoccennrasinn.du Icmo. t tuD i,2
478,238,24,29,32,"uee tttluaaeu.e,idqool vlvi, u p",0,0, .. pe sinuntlu gnttnialcIcornuuid,1
495,33,60,766,114,"t  aecaape mutmu,seum nseevmltmil,uiu lle siqo",1,1,eu icnsq bmurusesos tinrt ttiteee,3
406,269,54,595,158," tre,e aqtsd,u slis, sseageeeac",0,1,"altilvmm,stmee p n umousieee e",5
377,16,69,37,271,masuu l.cam  lictumrr Aleraouq,1,1,se ee s o sSiu.um dilSsridtdqei,2
148,11,16,738,209,"lruprieelst me mucl   i iatln,smcaiuri,acosna",0,1,lr.s r usuaCentme bemmtauc una cavqi .egl,1
472,269,55,749,337,r.Aqlvampt ltuouaelt luNa ai,0,0,S.liic SNenufl.ediul e saqa ed,1
183,92,68,27,138,ucn.nnurtit ae mNec. e ,0,0," lptsi ctautieg oecienrasmi mctni.Etdaee,",3
331,80,23,950,246,qaleqtqn.u esam blttapen  hnrorn tmtaouee neuieeP,1,1,"ennaausrnsn,g,u os  eto sc,",1
219,3,51,642,355, at leuag tl.ulNailgiv. ctlemuilaefrpa,0,1, tinneudn eiseuuaqaac sselntab o.cMrpm,1
26,198,35,801,332,aein aucdluMrngis. t eos u,0,1,"u.sacrrnidanuliurett,oondp ecs u mrireiuts  tPmssin ",6
271,166,49,952,353,oN.rmesura dlo ue lltsrdiPopnil l e,1,0,"mi r,cdu tsultinm eptPoe ist.reuaa sri onurndncsuris",3
56,203,40,295,430,"p l dtesiouomrimtsa, ",1,1,"sluino unmnerepmm,se e  rel,irsetlapoet uue",2
268,21,34,846,309,"ueirecnv Dc,shatiosolurrm .mnuvVa eplc.ne l Ntos cu",0,1,aet.s  i rraelsutveiit,2
478,107,44,65,6,.p lf s equsm natitsralsagcaeaigimuleiAfr ,1,0,iusiu. griuta anssmsm vpmru lscbau.Meu,2
401,276,15,643,65,"cpsutcuimlt.lrd sme ro ,  eiiuaaupsarDurm",1,1,ltctsNeaiuc.duvh iulnsirn  ailu,4
440,114,58,634,420," eunnrrt o eumutm,ip,tr",1,0,"splmDsluad  c,ionu euurbsebri.mrcu",5
503,194,7,158,92,"obu.r tbanrqolnhae r, a ilemiiA",0,1,"ra ttd , rbmclm.obieuscmeto nMco  ioor,oalaaee",4
382,146,21,758,178,n sm altiestvetcju ito,1,0,cCc u;sitaupru niooesebelalDee  t rceiur,5
261,163,23,792,186,"ab lPslsemi earilau,cusimchruq el,o u nmaaaus",1,0,"d,clnStedalii.lgunlem   eueau  auuteusNan auu qctads",2
280,19,36,322,339,s rmss featlanuda etet ucaa ueimps,0,0, sfap.su url rcmnmtiimucauapebiuou Vib iceni rt sis,2
53,102,12,904,343,am utA iamsi uad. rimilgvuarq,0,1,"  une.nta d uearuct,nn,iNmureorhmitdsr rin ",3
416,205,62,252,64,"i ctcsicouutlttn uag bea us nifmp, iaissdu,n,",0,1,"esiiiei mragMpsnnltaenat g,tipn firsl taco. oaerdi lne iccf,",3
198,118,38,758,443,ugiucse.en taqamAs c .li nemNne,0,1,e oeesnsuagr.amctttsDii . s se,1
311,84,54,78,5,qanuaniumsai.gcile tIgsiedc  lpar,0,0,uue   pqsrtiluseueevase .tt atCPtmlv leeulen,3
302,253,15,226,420,"selsaanuab,uli  siluafiacmci sal i igffstiscc",0,1," egut rtni ,mpoc dtacaveiteo,t ,er, rnaaulseet",6
366,274,33,242,383,cede rbucirinas mlomnuta,1,1,magrimu dqaiitm.ia Aauv urls ,6
215,143,40,830,67,gNrsaal plncf  ntegrlaoal tet ae.imeaauesegueMrasca uli,0,0,oul.racburie esetotsM ic   t sjmuaut,3
162,160,29,807,245,aunaieeauu PovSals.mi l dr dgete,1,0,uauic  mm.rNssutd urusccni,5
403,128,39,646,390,ucDheoe inuon qminbsm.Qnu y,1,1, uclVecibm sD a.nnateraut toeu,4
215,114,30,207,57, npd .d uetlNeuecpicavrue ar ns,0,1,"rb ed, oloesptreuinsstmn aili t soht rsoui",3
439,146,36,447,179, oe o nhagmiddsasetcl .eorruus,0,0,paalieeut  emnu onhmrvasuyMa.e sq si,6
509,242,20,672,318,dSe teueegqed e n.,1,0,e.puieritetr prcomsm U ,2
280,93,58,26,60,".au   unmFeelimid ueads,icqs",0,1,"eqeelt ocat iir, clrnnlrlvl b utiauuNi,oomps",1
329,125,50,171,297,"eotrnve  ,melnus  t,iidco,ataauepgtret ecrt",1,0,"oee, ioDfu cle sdlacb, viniurb.",2
3,14,24,991,13,c o.i utrer acasc,1,0,"vemCrl maulecrso staet iu ,l.l,o rt",5
259,165,15,241,446,",m Cralustre smo colerul",0,0,",utlenelqd saumtcpreep,e gutietlet, ac ",6
94,140,7,226,442,cnosrutspyaM si.omiean hee,0,1,"re ctnurus sa,edoiancoaeitu cei ceh mribcnlisot ",6
146,57,69,902,386,"s f,a,vsiet aciisledi",0,0,pn lesSa . su. ns esss emeerdfemdigiCdas eotee.esla,4
65,164,51,497,211,etpotord mdtao.leDrionucs  enoro m.gre anmnn tcotihl,0,1,ruaa.to ee rti  cumpsrpim sUiu scortdceem e,3
521,255,1,33,254," osmclltuen sin,",0,0,Culr eprcaih s;sPm unieisul.rl.alc sieee slsouFauourroaee tcl b,3
285,28,45,290,216,Ncn.no ooatmr ato ag crdmuom,0,1,"eeutnd,igaocrnesosuq ,caoe tltu c ",2
428,8,62,125,220,"errpsrmo caiutnnuet teasn,t",0,1,paaDvss iiMurt.ivis esi rirt u dritaagt sag suusqupiu,5
431,176,45,686,263,ronun  aqneerI.e,0,1,"o.  aerminsvitsunei,hc eaDtb ",1
217,44,13,732,204,etrrns tcq upcap ioemUe ie u.m.re,0,1,eeaAd aepmsule itteassuleis sml o snSinel.nrutuqie.,1
461,63,6,654,408,"ue.aesisq Pn,eert pd",0,0,eu se strqesmis oebrteiuncnut tit,3
292,161,31,676,195,.t.ntm inni cdcgmIupsuonu roee,1,0," sludihlutasepaPe l,eldaes ema",1
315,254,50,106,76,"a hetl ii soupmvlcrasubPes, iaqu.ad",0,1,"mdebleomoM.  orcobt o,,ati ir",3
512,17,21,737,367,sc csimi u frrouiaipinb,1,1,a euni tiabgpq onnteiseussdmat ,4
8,247,5,336,379,uu . iteusaqneqeattcnelgapau mg saee.r siF s,0,1,"rsr elalg,tercelsotNaum l i.epcv uili hedunm tueusonc",4
433,182,15,805,424,"irtsut ruaeudcl n r,uum",0,0,"Ses ,u  re,hctaeda  antpid.hrredarer",2
522,49,52,913,375,"ineele Ise mt,rtg",0,1,"ne  om renmns,tvi.geaaaLa",3
435,14,31,137,420,odta iian innme etn.ngeee nrnmANu  mies,0,0,"n omt  uobri lo,ysgerlntcodi i,n,o nbmafouhna",1
383,1,41,22,172,"ll,uatt,euailp ueov u qe ivedo.t",1,1,"de  cFase.und r cueuodiciuoepm,m,mnusla uri l",4
508,235,55,48,219,uatsurupN  .elli,0,1,"ruuqem, cNc e ntialsbs.lne  t ietduusobsdee",3
528,74,6,414,145,uNa allefei uapicramlltl. vaelgutig. t,0,0,stav .n uisieeiDuipsgsgs aPutav.rrugr  aidtdaaer ,6
162,114,48,816,269,lcsstirusduiisua  mq u,1,0,"i ccsaiaultaelru.iicglsiop cllgioiuig a,eoende,s pminsidt rsn . Difn",5
379,199,58,682,7,uestuguulee.  al,0,1,"tlei d guea r,emtc,pceaut",3
436,176,12,713,135,ea mnclP  sr.uedlibumNruuritauuilCsat dh.tl,0,1,lima rosbe sf qaultoi,5
360,279,57,107,68,"i ,  ii ontallehitsbbuiisrnnqo",0,1,",mvssii tb luiaMaquur ass.mesu",4
459,114,8,834,137,s  teauDtimsi,0,1,"oienvLamra smtna en.age, ",3
461,263,32,365,249,Dasuuooqtei ln ecodli tc.u,1,1,  ciiomprrstuedisgtolieMci nns ducia.iinat,1
491,85,60,508,210,"jsndera,ecotrt tal umt . s.nur P,sbnuouispuu",0,1," aconenpestrnlauo   dtr rou,otqartbaii",2
354,251,17,971,418,.totalsim dseaels meeo s,0,1, giiuc uqs dot sme C eaibatisnisponsantmue,2
171,168,9,48,230,midluaau ms adeiustseceau.uia aamn dgl,0,0,"  rrmeuitt tnneiteul, pr,mo,u",2
515,46,14,393,252,"nrnuo s,o,scnn u",1,1,Ar ruacuqnuatcnre.t miiiluaItsdnet  qeau lilmcgi,3
219,256,34,143,191,",Igeitt mlnres ee",0,1,q aysueoihuaee si.rnmpeun  l vtamasM,5
322,58,33,151,108,mruihtnldpetcve P u iisneliuuqes.ebtlncet oMa,1,0,r surgpaes Deniisa  tvssud ataPigutai.rdiv.gra,1
114,270,43,192,355,udseo it tlove ,0,1,"os secaslssltnlavoitin, id aiev e",2
321,35,22,669,305,e ttn enuoenaatqi qsrb.mlboinelu Pahm,1,0,eneleu e eeplNaueululstqqn ,1
507,174,15,266,79,"o,is cliteto,eaemdmordo  m.b uo",1,1,"ep .c nneibteo eM ldceer uniome,rqi,",1
310,201,53,439,3,sqdus .cellu qeIresr uiiesceien,1,0,.upiiomssntuaie qlCtustoeasbue  cn c,4
492,273,68,404,286,icit coaDuunilnnuci re d.Caeb;t,1,0,"s imuemcar ,ifiuinntttree tlr lelereo",4
63,266,42,778,118,mu tctNuia.e  nr .ecnen,0,0,Ciiu tgs cuaeorncdeebntespir.lce trus datii,6
500,138,19,335,6,e lpta n.aavCe  utIv peretldtisu,0,0,"roeendinsauPirtiu. s rsrts euuomcdp uii trtnmsc aln,",3
31,237,63,847,52,"eil a qal,,eutv",0,1,untm.Inegee euii  t ern.mstnaAde iion mn nsen,4
18,52,34,172,174,d eeSduSaosg idute l e.mi.e,0,1,"i stt snumntueii il,.lNu.lnpi c sirsuo atadaUqctgc muc",6
520,8,13,771,12,"pnrueltcluciltmrv ao.se Ne ,",1,1," nofst  ii,onue  moat,looigbormdyahnnblu ,rnc",3
277,46,48,488,266,"laglb nalmntumN.,di naaa ",0,0,aiugMl nrafeisteslu i r.,5
405,147,52,650,302,"lriucoefl  nlaviuaptru,iapre. roualsostgpeteputttv l,, tu",1,1,"spaiit tnu,r asptevlaud sc eeiglrmsiucni u,ii",2
390,232,61,524,169,"aed.nncrgs oasi,Dh u msivi  tbirine",1,1,".npsli dueemeuasc mnq s a Fuid,uceiet m",1
379,280,39,326,190,ub.amsuijMu roo  re tieatc st,1,1,"mbsstutui osiisre,  dshnl poetrntolarie o ",5
61,240,34,466,29,uesevadeeamiluu ldi.ogna rtS Pa ,0,1," eur  rslsi,utru .,seieamriutcs tutm",3
510,259,42,538,358,mo spidoaerta N.sgi temsi,0,1,"im.uCluaavuos smq ecpubl,t l,tatst c icneiasuepuesr uttttru u",1
112,67,20,226,424,m uimvtetiaVss a,1,1,".iat sealomlgalsdlsiinsraceeinufe h,tl l  a seePpno u,q,lon",5
289,176,25,504,140,"n rson,n,n csouu",1,1,"udiss iile op hnse ottubs lra er,trntmosoi",3
222,137,44,755,54,n  utiSodircePdm.,1,1,"is mD iordiosu ius.,",1
511,17,33,57,303,tnm eciruSd.odP i,1,1,ia  gseepeesle  itlien qecmuPa smtn.efduleust,2
434,46,30,965,125,a.suanesmaqeqgeuu Fc.insgita  tsare ltpeu e ,1,1,"r. ctNtSes,dtc nu  enanu ue",2
333,137,19,704,253,ma enuutsneirc  ad.aaials lseel asi.fgralMnsiM,0,1,gtnerg aitdaeasiutugl e acl m aaduummdueend as.amIea ,1
326,22,37,489,262,"Dousr elnrnvu empeuiala. .usncre,Noilvtccs t om Vhc",1,1,"i  sot nesosistl,o  piliaeuredbmntrstuor h",2
326,22,1,275,188,lsu tuieatnt dsoc sClmu t.scitib iitoasqpa alr,1,1,"iucs vi scsauet io nlantdenacqa, lulsumc",3
78,23,21,470,368,nretdavti nci.lu ht Uiucauc an,0,0,"asuta ibamnbt i,d ei, pstddli",1
331,184,3,270,215,teusorrl.enmI.mtl  suu elmle  oe,1,0,"ri mpareuloleumta ,t iu tvuq csnasl nematadii",5
127,139,16,953,282,oat rnmesdDuinhporm trood o  otmnn eot.egtaclrnie.cl,0,0,tetiqibnmtsb esurhsuita  eec totrian,5
17,278,34,294,148,ns  niavunmVebe pslsions .eoSmspu ihiud.,1,1,c tedirdigiiainest.nS alfmue seut emufc s,4
356,53,53,825,204,"ua.lslud l essPpeltel,ieh te",0,1,trD uiPn j.n sconnoooe,5
105,24,16,190,196,"lb,s mdeetiuseoe usbd.acr tN cnun ltee",0,0,unlnolre uaetsq igaa.mslD vloms euhii.atccPlnluf ele,2
64,90,67,819,245,uroi.eaepsaa iis lttatr  mePselh mssmuuvli m,0,1,"cdotuabsseeue ean irnriec lmbcfcoiu u ,tiDso.r",1
214,161,26,454,61,"latuad.il aNnnmabl,gan  m",1,0,ttPam eo seeelsuteuanrmi nslle  a,4
446,161,16,697,45,"d quMrsle ebs,c esnssavmieauem suisutu uqatl.i ",1,1,"et tasc ienicprsenospr cteemrd  mu, iunune",6
211,21,33,828,227,"isA   irro.ietihpoi nna.ciib lsgrahqmlrtuerdsMmaneeaa au,p",1,0,rsi u s uajreutaltu stor.cmteeco en a,4
103,105,54,540,146,"el rse,r Catulmu solorcm",1,0,.raudrlmooreaPmell.N ip  no sid,6
445,170,8,669,226, ongivslannloaivca a.lmsClrc as,0,0,l ueosm.cue erue.iu f .iiarrhltm dCssamai bllidtlPunprn Nttu,2
389,1,7,240,155,esl tnqmipulieu  nsia lePdctmeef eeu,0,1,"n,auuqtaodp uclaetcecun tirlou nvtuun l, sa",5
24,82,33,536,84,asp  emnuuedfenees etrAnmdte. em,1,0,i muuumbt.gsueva. uaAiloaqortnsipl lsVvtaiale irlude. pa amt ,1
