id_cas	id_tovar	id_zamestnanec	id_pobocka	id_zakaznik	druh_otazky	text_otazky	text_odpovede	uspesne_vybavenie
581	146	275	4	252	lyimf	rao Mmi.tpmcurmlelv.apialari  qAeumsrtso e  u utrees	augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis	0
390	443	164	8	345	filmy	et malesuada fames ac turpis	consequat enim diam vel arcu. Curabitur ut odio	1
711	25	283	5	26	mlfiy	mattis. Cras eget nisi dictum augue	sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin	0
905	360	10	4	199	kniha	vel, venenatis vel, faucibus id, libero. Donec	tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris	1
597	324	96	5	385	filmy	venenatis lacus. Etiam bibendum fermentum metus.	Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh.	0
809	45	44	9	38	hry	a feugiat tellus lorem eu metus. In	Phasellus ornare. Fusce mollis. Duis	1
286	372	235	4	533	hry	ut dolor dapibus gravida. Aliquam tincidunt, nunc	gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis	0
526	362	44	10	69	hry	mollis vitae, posuere at, velit.	tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis	1
901	91	244	11	107	hry	mes  ort eeurcmspsniuertmpiaetcee  s,n	sagittis felis. Donec tempor, est ac mattis semper, dui lectus	0
599	275	120	4	445	filmy	Nunc mauris sapien, cursus in,	enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros	1
239	359	46	5	384	filmy	ut erat. Sed nunc est, mollis non, cursus non,	semper rutrum. Fusce dolor quam, elementum at, egestas a, scelerisque sed, sapien.	0
605	103	204	10	313	kniha	Vestibulum ante ipsum primis in faucibus orci	ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus	1
167	17	37	3	308	kniha	sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed nulla	ultrices sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id,	0
200	10	259	7	478	filmy	at pretium aliquet, metus	mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla,	1
361	18	82	6	327	hry	a feugiat tellus lorem eu metus. In lorem. Donec elementum,	amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet posuere, enim nisl	0
557	160	51	11	409	filmy	lobortis risus. In mi	euismod et, commodo at, libero. Morbi accumsan laoreet	1
42	15	119	4	224	kniha	enim consequat purus. Maecenas libero est, congue a, aliquet vel,	tellus id nunc interdum feugiat. Sed nec metus facilisis lorem	0
701	445	212	7	510	filmy	dolor dapibus gravida. Aliquam tincidunt, nunc	eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna.	1
633	247	278	5	157	filmy	ligula. Nullam enim. Sed nulla ante, iaculis	 c..alitele mMa fNma.ildluasrgise seel  nqeeaisc sMen nuruaueqnaisusa elulr	0
678	214	221	12	162	filmy	molestie dapibus ligula. Aliquam erat volutpat. Nulla	Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet	1
112	70	54	3	218	hry	venenatis lacus. Etiam bibendum fermentum metus.	iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci.	0
962	376	45	5	57	filmy	aptent taciti sociosqu ad	Curabitur massa. Vestibulum accumsan neque et nunc. Quisque ornare	1
108	262	47	1	402	filmy	orci. Phasellus dapibus quam	ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae, sodales at, velit.	0
553	123	222	10	4	hry	Integer sem elit, pharetra ut, pharetra sed,	vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc	1
36	13	45	12	420	hikna	ac turpis egestas. Aliquam fringilla	sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper,	0
811	319	246	4	506	hry	at arcu. Vestibulum ante ipsum primis	turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus	1
715	265	194	11	434	kniha	Integer in magna. Phasellus	lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie.	0
509	248	207	10	117	kniha	erat. Sed nunc est, mollis non, cursus non, egestas	sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum, neque	1
298	336	142	3	75	kniha	lectus rutrum urna, nec	euismod et, commodo at, libero. Morbi	0
742	217	5	12	96	kniha	leo elementum sem, vitae aliquam	senectus et netus et malesuada fames	1
479	74	106	11	217	hry	sit amet massa. Quisque porttitor eros nec tellus.	ulsci teocssg lsoru  uiruciene  jidctaiao a,anbseul mttfs,su	0
768	281	123	6	69	hry	dui augue eu tellus. Phasellus elit pede, malesuada	Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat	1
70	261	103	4	235	filmy	feugiat metus sit amet	arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh.	0
653	243	65	10	342	kniha	augue scelerisque mollis. Phasellus libero mauris, aliquam	eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna.	1
333	271	181	9	60	kniha	pharetra. Nam ac nulla. In tincidunt congue	pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi.	0
355	2	110	11	24	hyr	vitae, orci. Phasellus dapibus quam quis diam. Pellentesque	magna. Cras convallis convallis dolor.	1
72	328	202	7	179	hry	cursus et, eros. Proin ultrices. Duis	posuere cubilia Curae	0
596	343	98	5	234	filmy	Cras lorem lorem, luctus ut,	mauris sapien, cursus in, hendrerit consectetuer,	1
587	236	49	8	374	filmy	laoreet ipsum. Curabitur consequat, lectus sit	congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit	0
509	435	148	9	100	hry	vestibulum, neque sed dictum eleifend, nunc risus varius orci,	diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec,	1
306	206	228	10	370	kniha	sit amet risus. Donec egestas. Aliquam nec enim.	Sed molestie. Sed id risus quis diam luctus lobortis.	0
638	259	231	8	206	hry	libero. Integer in magna. Phasellus	a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed orci lobortis augue	1
293	435	265	4	172	filmy	venenatis lacus. Etiam bibendum fermentum metus.	mauris. Morbi non sapien molestie orci tincidunt adipiscing.	0
19	28	127	2	309	kniha	eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci	id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede.	1
438	346	100	2	74	hry	tincidunt orci quis lectus. Nullam suscipit, est ac facilisis	consequat enim diam vel arcu. Curabitur ut odio	0
377	427	117	12	363	hry	eleifend. Cras sed leo. Cras vehicula aliquet	congue a, aliquet vel, vulputate eu,	1
494	213	32	12	217	filmy	nascetur ridiculus mus. Aenean eget	magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut	0
564	347	274	7	275	kniha	amet, consectetuer adipiscing elit. Curabitur sed	Phasellus elit pede, malesuada vel, venenatis vel,	1
357	99	273	6	205	filmy	mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae	nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non	0
510	16	50	5	152	filmy	gravida sit amet, dapibus id, blandit at, nisi. Cum	elementum, dui quis accumsan convallis, ante lectus convallis	1
444	421	148	1	11	filmy	Nam interdum enim non nisi. Aenean	dis parturient montes, nascetur ridiculus mus.	0
691	403	168	11	194	filmy	iaculis odio. Nam interdum enim non nisi. Aenean eget metus.	a, arcu. Sed et libero. Proin	1
725	38	40	12	411	filmy	arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus.	Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra.	0
531	116	17	12	63	hry	pharetra. Nam ac nulla. In tincidunt congue	dis parturient montes, nascetur ridiculus mus.	1
616	68	9	9	307	filmy	conubia nostra, per inceptos hymenaeos. Mauris	posuere cubilia Curae	0
489	204	43	9	472	filmy	oil t,iaelicocdniu su rsctl	arcu et pede. Nunc sed orci lobortis augue	1
935	159	55	9	4	filmy	molestie dapibus ligula. Aliquam erat volutpat. Nulla	dictum eu, placerat eget, venenatis a, magna. Lorem ipsum dolor	0
58	64	186	8	522	kniha	tellus lorem eu metus. In lorem. Donec elementum, lorem ut	euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc	1
559	376	268	1	482	hry	Nam ac nulla. In	Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh.	0
107	264	61	4	123	hry	nunc risus varius orci, in consequat enim	sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper,	1
57	387	242	11	56	hry	metus. Vivamus euismod urna. Nullam	lacinia mattis. Integer eu lacus. Quisque imperdiet,	0
161	241	137	3	161	filmy	eget lacus. Mauris non dui nec urna	magna nec quam. Curabitur vel lectus. Cum sociis natoque penatibus et magnis	1
139	158	26	4	330	filmy	arcu. Aliquam ultrices iaculis odio.	eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis	0
318	349	3	2	154	filmy	sapien. Nunc pulvinar arcu et	facilisis non, bibendum sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum, neque sed	1
424	349	67	12	331	kniha	laoreet, libero et tristique pellentesque, tellus	sem mollis dui, in sodales elit erat vitae risus. Duis a mi	0
304	371	105	7	236	kniha	egestas blandit. Nam nulla magna, malesuada vel, convallis in,	sagittis felis. Donec tempor, est ac mattis semper, dui lectus	1
372	388	230	2	243	kniha	ipsum primis in faucibus orci	Integer vitae nibh. Donec est mauris, rhoncus	0
221	218	157	5	63	kniha	erat. Sed nunc est, mollis non, cursus non,	elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet	1
197	261	174	11	208	hry	accumsan neque et nunc. Quisque	lacus pede sagittis augue, eu tempor erat neque non	0
788	82	31	3	518	filmy	nascetur ridiculus mus. Aenean eget	eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus.	1
790	294	227	7	254	hry	porttitor interdum. Sed auctor odio a purus. Duis elementum,	scelerisque, lorem ipsum sodales purus, in	0
479	304	24	7	313	kniha	arcu. Aliquam ultrices iaculis odio.	a, arcu. Sed et libero. Proin	1
332	22	162	3	125	kniha	ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt	at arcu. Vestibulum ante ipsum primis in faucibus orci luctus	0
481	120	130	1	487	kniha	eros turpis non enim. Mauris	mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna.	1
441	224	242	12	170	hry	dictum eleifend, nunc risus	suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante	0
366	180	92	1	48	kniha	felis. Donec tempor, est	euismod et, commodo at, libero. Morbi accumsan laoreet	1
28	299	250	6	207	hry	magnis dis parturient montes, nascetur	non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing	0
581	74	200	2	145	hry	Aenean massa. Integer vitae nibh.	Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt	1
978	416	98	1	118	filmy	eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer	is iaanuisenuasucn tmaas alge. gglamdel.ieNlrMgofi esert 	0
681	196	242	6	33	filmy	magnis dis parturient montes,	Sed nulla ante, iaculis nec, eleifend	1
915	26	94	6	298	kniha	pede, ultrices a, auctor non, feugiat nec, diam.	mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing	0
43	183	238	9	50	kniha	sapien. Nunc pulvinar arcu et	consequat enim diam vel arcu. Curabitur ut odio vel	1
431	189	264	3	437	kniha	sed, sapien. Nunc pulvinar arcu et pede. Nunc	Suspendisse non leo. Vivamus nibh dolor, nonummy	0
799	158	163	4	190	kniha	laoreet, libero et tristique pellentesque, tellus	nunc ac mattis ornare, lectus	1
726	188	132	5	198	filmy	quam. Pellentesque habitant morbi tristique	lectus. Cum sociis natoque penatibus	0
331	64	250	3	302	filmy	risus, at fringilla purus mauris	pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia	1
718	242	236	3	408	hry	purus gravida sagittis. Duis gravida.	posuere cubilia Curae	0
631	11	184	1	412	hry	felis. Nulla tempor augue ac ipsum. Phasellus	aliquet diam. Sed diam lorem, auctor	1
729	366	118	5	136	kniha	nascetur ridiculus mus. Aenean eget	libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae,	0
283	307	196	5	277	kniha	Integer vulputate, risus a ultricies adipiscing, enim mi tempor	Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh.	1
819	290	94	8	363	filmy	elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	consectetuer adipiscing elit. Etiam laoreet, libero et tristique	0
101	315	8	5	185	kniha	sit amet lorem semper auctor. Mauris vel turpis. Aliquam	ersi tadsc lteurem hlnsnucoqoo gsa  Po.enns reuoi,s	1
978	311	240	8	166	kniha	est ac mattis semper, dui lectus	rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero.	0
875	74	190	9	364	filmy	augue. Sed molestie. Sed id risus	luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue	1
531	7	42	6	74	filmy	magnis dis parturient montes,	Nulla dignissim. Maecenas ornare egestas	0
834	20	244	2	338	hry	sed consequat auctor, nunc nulla vulputate	lacinia mattis. Integer eu lacus. Quisque imperdiet,	1
904	277	52	3	299	filmy	mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin	consequat enim diam vel arcu. Curabitur ut odio	0
775	194	73	9	390	limyf	vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse	pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris	1
481	263	120	4	324	filmy	Aliquam nisl. Nulla eu neque	orci lacus vestibulum lorem, sit amet ultricies sem	0
116	437	226	1	314	kniha	feugiat metus sit amet	Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id,	1
813	165	239	11	92	kniha	vestibulum. Mauris magna. Duis dignissim tempor	Nulla dignissim. Maecenas ornare egestas	0
745	86	33	9	465	filmy	massa. Suspendisse eleifend. Cras sed	posuere cubilia Curae	1
19	19	127	12	312	filmy	tincidunt tempus risus. Donec egestas. Duis	non magna. Nam ligula elit,	0
727	99	65	5	460	kniha	fermentum metus. Aenean sed pede nec ante	Integer vitae nibh. Donec est mauris, rhoncus	1
358	24	120	4	22	kniha	nunc. In at pede. Cras vulputate velit eu	inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque	0
839	426	256	1	172	kniha	Curabitur sed tortor. Integer	pulvinar arcu et pede. Nunc sed orci	1
676	316	198	4	374	hry	rimt et ucisliqseeiiul em ilstofruaa.tqs	est arcu ac orci. Ut semper pretium neque.	0
305	246	147	12	59	hry	Nulla eget metus eu erat semper rutrum. Fusce	Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae	1
559	110	86	12	208	filmy	rutrum magna. Cras convallis convallis	Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a,	0
456	98	92	12	126	filmy	vel turpis. Aliquam adipiscing lobortis	vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo	1
210	300	89	2	504	filmy	In condimentum. Donec at arcu.	Curabitur massa. Vestibulum accumsan neque et nunc. Quisque ornare	0
698	84	24	3	264	hry	vitae aliquam eros turpis non enim. Mauris quis turpis	ac metus vitae velit egestas lacinia. Sed	1
121	245	196	7	424	hry	neque pellentesque massa lobortis ultrices.	vestibulum. Mauris magna. Duis dignissim	0
535	188	124	10	161	hry	sed pede. Cum sociis natoque penatibus et magnis dis parturient	enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula	1
926	268	111	8	59	hry	ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit	aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non,	0
937	157	195	7	504	filmy	amet, consectetuer adipiscing elit. Aliquam auctor, velit eget	per conubia nostra, per inceptos hymenaeos. Mauris	1
521	213	60	11	82	hry	nec urna et arcu	iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci.	0
148	440	76	7	400	kniha	nascetur ridiculus mus. Aenean eget	imperdiet ullamcorper. Duis at lacus. Quisque purus sapien,	1
147	117	160	8	441	filmy	est ac mattis semper, dui lectus	arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt	0
560	396	29	4	139	hry	Cras sed leo. Cras vehicula aliquet	lacus. Quisque imperdiet, erat nonummy	1
227	323	269	8	98	kniha	dictum eleifend, nunc risus	vulputate velit eu sem. Pellentesque ut ipsum	0
553	147	271	12	359	kniha	vitae nibh. Donec est	posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus nibh	1
39	35	90	1	140	filmy	cursus et, eros. Proin ultrices. Duis	mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna.	0
909	177	269	6	17	filmy	quam. Pellentesque habitant morbi tristique	torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam	1
567	257	168	11	1	hry	sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque	Fusce aliquam, enim nec tempus scelerisque, lorem ipsum	0
373	365	102	12	377	hry	velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas.	 ticoiclei.  ecriQquidadvoscru Pamr sesr eruoa brntsualqoeuup  tuuele nihr.i i 	1
825	249	279	4	236	filmy	mi tempor lorem, eget	Curabitur massa. Vestibulum accumsan neque et nunc. Quisque ornare	0
494	123	165	10	205	mfliy	Etiam gravida molestie arcu.	et ultrices posuere cubilia Curae	1
678	137	110	5	23	hry	elit, pretium et, rutrum non, hendrerit id, ante.	mollis. Duis sit amet diam eu	0
130	14	141	2	356	filmy	mollis. Phasellus libero mauris, aliquam eu, accumsan sed,	tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem,	1
539	97	68	12	310	filmy	elit sed consequat auctor, nunc nulla vulputate	Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla	0
810	129	128	11	329	kniha	Quisque ornare tortor at risus. Nunc	tellus non magna. Nam ligula elit, pretium et, rutrum non,	1
881	100	144	9	489	nikha	mollis nec, cursus a, enim. Suspendisse aliquet,	in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam	0
139	325	127	2	170	kniha	et tristique pellentesque, tellus	justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis nec	1
326	98	52	2	180	filmy	 utP.msmoqres i utsuliQcpr rflnvn nur e ,toitaegsnuune.siriuc  iiallilearnsd	c. Petu ousosni tsj   e bulcupneatn m nouentalomrnnl lao rl.t aons orlaetnu.i nsoaebsijmnDmd	0
451	185	147	12	196	kniha	eu tellus eu augue porttitor	odio vel est tempor bibendum. Donec felis orci,	1
883	432	265	11	438	hry	sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque	Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec	0
206	416	64	5	3	hry	porttitor eros nec tellus. Nunc lectus	egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque.	1
689	128	49	11	103	hry	vrAMutumpsasmisirait corsrlaqmmlu .es eei t  olm eari utuaer. p	Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare,	0
946	122	174	10	102	hry	eu nulla at sem	iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor	1
612	195	92	10	182	kniha	nonummy ultricies ornare, elit elit fermentum risus, at	et ultrices posuere cubilia Curae	0
575	149	226	2	70	hry	augue eu tellus. Phasellus elit pede,	id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim	1
213	97	109	4	469	filmy	quis arcu vel quam dignissim pharetra.	pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia	0
901	104	126	6	513	kniha	sit amet luctus vulputate, nisi sem semper	augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis	1
841	48	173	6	120	kniha	malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin	aliquet molestie tellus. Aenean egestas hendrerit	0
29	298	235	12	136	kniha	amet, consectetuer adipiscing elit.	pulvinar arcu et pede. Nunc sed orci	1
60	236	184	5	275	kniha	ut aliquam iaculis, lacus pede sagittis augue,	aliquet diam. Sed diam lorem, auctor	0
736	149	264	11	519	filmy	nascetur ridiculus mus. Aenean eget	vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum	1
591	50	161	12	488	kniha	iaculis quis, pede. Praesent eu dui. Cum	elit. Nulla facilisi. Sed neque. Sed	0
57	242	18	3	3	hry	lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id,	fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed,	1
375	141	283	11	479	hry	enim consequat purus. Maecenas libero est, congue a, aliquet vel,	sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue	0
46	125	30	3	300	filmy	varius ultrices, mauris ipsum porta elit, a feugiat tellus	consequat nec, mollis vitae, posuere at, velit. Cras	1
943	290	24	2	492	kniha	reecdp,ttvouioeum aaemoglt,rn n tn	quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna.	0
625	279	279	12	503	filmy	lectus, a sollicitudin orci	ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae, sodales at, velit.	1
734	363	139	3	477	filmy	purus gravida sagittis. Duis gravida.	semper pretium neque. Morbi quis urna. Nunc quis arcu vel quam dignissim pharetra.	0
69	256	26	12	32	filmy	augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan	Nulla semper tellus id nunc interdum feugiat.	1
660	231	42	8	322	kniha	eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula	adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	0
321	162	218	11	314	filmy	Morbi neque tellus, imperdiet non, vestibulum nec, euismod	Aliquam auctor, velit eget laoreet posuere, enim	1
111	260	214	1	133	filmy	eu tellus eu augue porttitor interdum. Sed auctor	a feugiat tellus lorem eu metus. In	0
639	339	189	9	64	kniha	nascetur ridiculus mus. Proin vel arcu eu	Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet	1
941	74	283	6	110	kniha	massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit	Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac	0
525	152	161	12	56	filmy	nonummy ultricies ornare, elit elit fermentum risus, at	ogi  rn tma cmetcsenivotumtsdcrclt ,uoie.nD miistN rmo ueesadgur nodo.t utrrrmcan cn  oluoauinassiap.	1
262	262	253	10	270	kniha	et pede. Nunc sed orci lobortis augue scelerisque mollis.	posuere cubilia Curae	0
390	179	194	2	71	kniha	sit amet risus. Donec egestas. Aliquam nec enim.	dui, in sodales elit erat vitae risus. Duis a mi	1
150	226	249	6	415	kniha	augue. Sed molestie. Sed id risus	cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget odio. Aliquam	0
98	146	27	4	310	filmy	vulputate eu, odio. Phasellus at augue id	amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet posuere, enim nisl	1
52	21	83	2	527	kniha	s ntieisqCaumteoin spuec toba u	urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed	0
45	445	167	3	10	filmy	pellentesque. Sed dictum. Proin	sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu	1
463	389	17	9	345	hry	Nulla eget metus eu erat semper rutrum. Fusce	quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna.	0
65	346	280	4	356	filmy	lectus, a sollicitudin orci	sodales nisi magna sed dui. Fusce	1
133	3	83	1	356	kniha	elit, pharetra ut, pharetra	magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut	0
534	53	261	4	284	hry	aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla	tellus id nunc interdum feugiat. Sed nec metus facilisis lorem	1
256	432	152	6	111	filmy	Nam ligula elit, pretium	sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi.	0
69	333	105	3	305	hry	augue. Sed molestie. Sed id risus quis diam luctus	egestas nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget	1
954	47	250	6	318	hry	tincidunt tempus risus. Donec egestas. Duis	sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida	0
413	307	249	11	516	filmy	a feugiat tellus lorem eu metus. In	condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus	1
584	172	109	4	473	filmy	convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula	litora torquent per conubia nostra, per inceptos hymenaeos.	0
762	187	15	1	260	filmy	aptent taciti sociosqu ad	feugiat metus sit amet ante.	1
278	217	84	5	344	kniha	nunc risus varius orci, in consequat enim	ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam	0
46	231	247	5	204	kniha	pede sagittis augue, eu tempor erat neque non quam. Pellentesque	eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin	1
349	4	53	11	162	filmy	Cum sociis natoque penatibus et	Curabitur egestas nunc sed libero. Proin	0
43	392	7	7	233	hry	sit amet risus. Donec egestas. Aliquam nec enim.	msg. snliDvarsn uia smtsiagm Mbuidiiuu.e	1
960	183	281	9	487	kniha	Nulla eget metus eu erat semper	nunc risus varius orci, in consequat enim	0
557	214	277	9	141	kniha	Praesent eu nulla at sem molestie sodales. Mauris blandit	turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in	1
255	45	129	2	408	filmy	Cum sociis natoque penatibus et	nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet,	0
103	35	269	1	70	kniha	magnis dis parturient montes, nascetur	sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper,	1
285	51	172	10	519	hry	Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla	ligula tortor, dictum eu, placerat eget, venenatis	0
390	5	167	4	148	filmy	sociosqu ad litora torquent per conubia nostra, per inceptos	Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh.	1
889	87	267	12	497	hry	Curabitur egestas nunc sed libero. Proin	erat semper rutrum. Fusce dolor quam, elementum at, egestas a,	0
697	408	273	12	283	filmy	sem magna nec quam.	sodales nisi magna sed dui. Fusce	1
575	89	164	7	44	filmy	metus. Vivamus euismod urna. Nullam	a sollicitudin orci sem eget massa.	0
274	194	151	2	288	filmy	Donec at arcu. Vestibulum	.icgDmqiecuaeattrimurcolal  .e  t  ln t,uirso puidauo loadlililaae,tnvctul sEtlugooc 	1
704	268	192	8	15	kniha	vel turpis. Aliquam adipiscing lobortis	id sapien. Cras dolor dolor,	0
162	70	257	10	418	filmy	ipsum primis in faucibus orci	vitae, sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac	1
74	6	23	10	467	filmy	vulputate dui, nec tempus mauris erat eget ipsum. Suspendisse	arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh.	0
738	332	152	6	173	filmy	ligula. Nullam enim. Sed nulla ante, iaculis	gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis	1
