id_faktura,id_zamestnanec,id_tovar,id_zakaznik,id_cas,id_pobocka,suma,naklady,vybavenie,poznamka,prevzatie,platba,stav_objednavky
1764,107,433,420,445,11,752.4820347317,14.30457565,1,Nulla semper tellus id nunc interdum,osobny_odber,zaplatena,Zrusena
1886,137,218,14,84,6,62.2314437293,410.5655122083,0,"mi lorem, vehicula et, rutrum eu,",kurier,nezaplatena,Odoslana
1972,276,134,2,495,7,86.3952329382,6.8842980964,0,sociis natoque penatibus et magnis,kurier,zaplatena,Prijata
622,267,368,209,963,6,33.5262449924,36.4659925271,1,Aliquam gravida mauris,kurier,zaplatena,Zrusena
669,45,113,515,889,6,481.9978163578,13.4158292133,1,mi. Duis risus,kurier,nezaplatena,Zrusena
1893,182,436,54,522,9,456.1839024536,292.5314046443,1,mauris id sapien. Cras,kurier,zaplatena,Prijata
1596,40,289,194,520,7,82.3126147036,48.8678722177,0,"euismod in, dolor. Fusce feugiat.",osobny_odber,nezaplatena,Pripravuje sa
1738,48,425,324,532,7,899.620951619,728.5827124491,0,"ut dolor dapibus gravida. Aliquam tincidunt,",kurier,nezaplatena,Prijata
289,16,347,7,650,4,456.1839024536,13.4158292133,1,adipiscing. Mauris molestie pharetra nibh.,kurier,zaplatena,Pripravuje sa
1476,245,27,135,231,7,43.3689633384,21.4660867956,1,Proin vel nisl. Quisque fringilla euismod,dobierka,nezaplatena,Prijata
502,136,282,318,423,11,29.8328091856,456.6189156845,1,"dictum eleifend, nunc risus varius orci,",dobierka,zaplatena,Pripravuje sa
1264,80,278,103,654,9,82.4744936544,71.6362515371,0,Vivamus sit amet risus. Donec,osobny_odber,nezaplatena,Pripravuje sa
1915,79,325,19,49,9,96.1438650265,69.006661973,1,"Sed nulla ante,",osobny_odber,nezaplatena,Zrusena
845,39,70,283,356,11,551.3452352025,56.7409892986,0,"Cras lorem lorem, luctus ut, pellentesque",kurier,nezaplatena,Vybavena
1020,176,165,254,483,2,29.7034971882,1.099197669,1,Donec fringilla. Donec,kurier,zaplatena,Prijata
1621,235,427,252,625,1,654.9504804425,374.0647491999,1,lacus. Ut nec urna,kurier,zaplatena,Pripravuje sa
747,153,322,306,807,6,43.3689633384,47.199050677,0,Pellentesque tincidunt tempus risus.,kurier,zaplatena,Odoslana
1810,136,288,530,289,8,76.905831974,47.3047051532,1,arcu. Sed et libero.,osobny_odber,zaplatena,Pripravuje sa
599,219,249,528,186,4,9.741127817,89.393886812,0,arcu. Sed et libero.,kurier,zaplatena,Prijata
1105,231,266,336,787,4,140.3971682303,592.9403012618,1,risus. Donec egestas. Aliquam nec,kurier,zaplatena,Vybavena
910,252,177,219,27,7,1.2400209904,60.127575486,0,rutrum magna. Cras,kurier,zaplatena,Prijata
953,9,280,158,684,2,209.2827078886,655.6455422658,0,"congue, elit sed consequat auctor, nunc",dobierka,zaplatena,Prijata
1512,212,254,463,708,5,748.4782622196,156.0679411981,0,"Fusce diam nunc, ullamcorper",dobierka,nezaplatena,Odoslana
1101,25,170,87,886,1,80.3660070989,51.0881644813,1,"luctus ut, pellentesque eget, dictum placerat,",osobny_odber,zaplatena,Vybavena
878,95,414,307,445,10,760.5163240805,165.6545442995,1,cubilia Curae; Phasellus ornare.,osobny_odber,nezaplatena,Vybavena
1682,203,402,185,854,9,40.372877568,724.9499398749,0,"ipsum sodales purus, in molestie tortor",dobierka,nezaplatena,Vybavena
483,177,271,332,168,1,695.6220725551,55.4256829061,1,vel nisl. Quisque fringilla euismod enim.,dobierka,zaplatena,Zrusena
530,27,125,121,358,6,521.0977741517,674.674830772,0,eget odio. Aliquam vulputate,dobierka,nezaplatena,Prijata
346,187,110,474,998,11,564.7363611497,523.9635736216,0,"euismod in, dolor. Fusce feugiat.",dobierka,zaplatena,Vybavena
1878,40,79,77,435,4,21.9566834625,114.6712800488,1,"Cras lorem lorem, luctus ut, pellentesque",osobny_odber,nezaplatena,Vybavena
2,136,43,268,346,3,635.4855806567,691.3452442735,1,"mauris. Integer sem elit,",osobny_odber,zaplatena,Prijata
1297,187,87,332,297,6,69.9919220526,40.1432523457,1,magna. Praesent interdum ligula eu enim.,dobierka,zaplatena,Zrusena
1763,279,132,225,959,10,41.2905159406,258.9245569892,0,"eu, accumsan sed,",kurier,nezaplatena,Odoslana
305,157,433,395,599,6,41.8236453552,289.6819871385,0,fermentum convallis ligula. Donec,osobny_odber,nezaplatena,Odoslana
1805,275,277,51,176,3,40.0036671199,59.0024613915,1,"lacus vestibulum lorem, sit amet ultricies",dobierka,nezaplatena,Prijata
1585,227,18,437,808,1,490.4314517044,17.4004492303,0,ac metus vitae,kurier,nezaplatena,Zrusena
1645,54,162,151,413,10,863.39317495,133.2414368168,1,Etiam gravida molestie arcu. Sed,kurier,zaplatena,Zrusena
158,34,148,415,10,5,951.045863796,655.6455422658,0,felis. Nulla tempor augue ac,kurier,zaplatena,Odoslana
1629,98,20,292,221,4,54.5411475003,36.3400712376,1,"dictum eu, eleifend",dobierka,zaplatena,Vybavena
789,59,132,57,230,3,70.2336262446,50.7847651932,1,dignissim pharetra. Nam ac nulla. In,kurier,nezaplatena,Vybavena
1044,96,55,446,271,9,232.1880292147,3.300132975,0,felis. Nulla tempor augue ac,osobny_odber,nezaplatena,Prijata
1554,126,283,171,530,8,217.567903921,39.2697088374,0,magna. Suspendisse tristique neque venenatis,osobny_odber,zaplatena,Prijata
354,164,404,202,202,3,75.4084778018,74.1246168036,1,ornare tortor at,osobny_odber,zaplatena,Pripravuje sa
714,19,306,30,224,7,823.2442573644,31.686583478,0,tincidunt adipiscing. Mauris molestie pharetra,dobierka,nezaplatena,Vybavena
903,244,24,316,719,2,35.9065422788,99.4434318971,0,consequat enim diam vel arcu.,kurier,nezaplatena,Vybavena
1808,67,61,393,634,4,481.9978163578,20.1786380354,1,eget odio. Aliquam vulputate,osobny_odber,zaplatena,Odoslana
790,126,45,396,309,9,79.1656658519,297.4608148914,1,mus. Aenean eget magna.,osobny_odber,zaplatena,Prijata
997,101,241,283,376,1,325.0348940492,74.0813532332,0,cursus vestibulum. Mauris magna. Duis dignissim,dobierka,zaplatena,Zrusena
1006,11,35,435,719,7,20.7827703562,23.5058978666,1,eu nulla at sem molestie sodales.,dobierka,nezaplatena,Zrusena
1112,227,356,226,910,6,49.587854417,122.9479429778,1,odio tristique pharetra. Quisque ac,osobny_odber,zaplatena,Prijata
870,203,226,484,21,4,978.0221204273,27.7571323933,0,senectus et netus et malesuada fames,dobierka,nezaplatena,Zrusena
113,282,417,75,374,6,345.0584528036,414.9045095779,0,"lectus quis massa. Mauris vestibulum, neque",osobny_odber,nezaplatena,Odoslana
1813,10,122,154,217,8,415.627499111,808.470072085,1,et pede. Nunc sed,kurier,zaplatena,Zrusena
1403,176,386,416,12,2,748.4782622196,208.9692262933,1,purus ac tellus. Suspendisse sed,kurier,nezaplatena,Vybavena
344,167,414,525,990,7,823.2442573644,554.7332799062,1,"eu, accumsan sed,",kurier,zaplatena,Prijata
446,165,90,419,915,7,61.7512811907,144.8550016154,1,mus. Proin vel arcu eu,dobierka,nezaplatena,Odoslana
1415,228,272,452,699,12,22.7567390073,223.0264720973,1,"et magnis dis parturient montes, nascetur",osobny_odber,zaplatena,Pripravuje sa
332,260,147,371,324,6,823.2442573644,30.1736204932,0,purus mauris a nunc.,osobny_odber,zaplatena,Zrusena
840,184,68,174,239,9,83.821882261,292.5314046443,0,Pellentesque tincidunt tempus risus.,osobny_odber,nezaplatena,Prijata
676,24,5,149,829,5,772.5757313892,19.9560656492,0,"congue, elit sed consequat auctor, nunc",osobny_odber,nezaplatena,Pripravuje sa
844,116,164,327,269,10,140.3971682303,8.0152097018,1,vulputate ullamcorper magna. Sed eu eros.,kurier,zaplatena,Odoslana
1355,134,388,509,874,12,8.9057885576,28.3632455813,0,Donec fringilla. Donec feugiat,kurier,zaplatena,Prijata
1919,55,227,278,483,8,34.0104509611,16.70211541,1,et libero. Proin mi.,dobierka,zaplatena,Pripravuje sa
1873,111,160,227,455,10,21.9566834625,835.3259572294,1,"sed, est. Nunc",osobny_odber,zaplatena,Vybavena
24,172,287,264,61,2,96.3089829311,71.4188761404,0,urna. Ut tincidunt,dobierka,zaplatena,Zrusena
845,267,337,363,743,2,61.7512811907,571.937022591,1,"sed dictum eleifend, nunc risus varius",dobierka,nezaplatena,Vybavena
1965,136,42,526,490,10,60.7478215825,28.1997246249,1,"gravida non, sollicitudin a, malesuada",dobierka,nezaplatena,Prijata
81,33,172,292,954,7,696.5816360898,467.7791045979,0,Sed eget lacus. Mauris non,kurier,nezaplatena,Vybavena
87,206,95,266,76,7,687.68761307,48.8678722177,0,"mauris, rhoncus id, mollis nec, cursus",kurier,nezaplatena,Prijata
595,136,118,54,327,9,18.2433569804,81.6116846725,1,Cum sociis natoque penatibus et magnis,kurier,zaplatena,Odoslana
1231,58,14,383,248,9,97.2512611188,375.7815804798,0,turpis. Nulla aliquet. Proin velit. Sed,osobny_odber,nezaplatena,Pripravuje sa
1545,24,172,398,708,8,83.4020417184,65.0137509964,0,semper pretium neque.,kurier,nezaplatena,Zrusena
1621,9,106,401,214,2,216.7198467068,448.3052667696,0,"aliquam, enim nec tempus scelerisque, lorem",kurier,zaplatena,Zrusena
395,122,224,198,937,1,77.7103644796,23.000494712,1,eros. Proin ultrices.,osobny_odber,zaplatena,Zrusena
390,243,290,355,955,11,95.8316634409,826.8211803865,0,"auctor ullamcorper, nisl arcu",osobny_odber,zaplatena,Vybavena
866,12,179,254,481,1,98.4524247237,264.5160688553,0,mauris id sapien. Cras,dobierka,zaplatena,Prijata
841,259,36,292,78,9,54.2976357974,740.919831628,1,"pharetra, felis eget",dobierka,zaplatena,Odoslana
570,62,106,119,97,5,922.8321379051,36.3400712376,1,sem. Nulla interdum. Curabitur,dobierka,nezaplatena,Prijata
1270,36,3,531,553,7,898.3000800945,859.0104851872,1,Nunc mauris. Morbi non sapien,kurier,zaplatena,Odoslana
1481,130,439,417,530,11,41.2905159406,881.7069707438,1,"lorem, luctus ut,",dobierka,nezaplatena,Prijata
937,192,230,302,926,9,243.4524404816,83.213783456,1,velit. Quisque varius.,kurier,zaplatena,Odoslana
1045,110,245,29,173,6,91.6896018665,26.849528267,1,ligula. Aenean euismod mauris eu,kurier,nezaplatena,Pripravuje sa
1801,77,444,345,980,4,461.0050106421,49.4105251366,0,"id, erat. Etiam vestibulum massa",kurier,nezaplatena,Zrusena
77,204,443,364,305,11,681.0592114925,852.1566897165,0,eget ipsum. Suspendisse sagittis. Nullam,kurier,nezaplatena,Odoslana
1901,96,174,58,863,8,810.8557322994,52.6152664376,1,"Etiam laoreet, libero",osobny_odber,nezaplatena,Pripravuje sa
514,124,378,445,603,5,709.9982863292,81.6926308488,1,sociosqu ad litora,dobierka,nezaplatena,Zrusena
102,279,156,311,987,4,99.3679859675,6.8413414713,0,pretium neque. Morbi,dobierka,zaplatena,Vybavena
1524,106,164,118,828,10,511.3415680826,2.5957853068,1,lectus justo eu arcu.,osobny_odber,zaplatena,Zrusena
1112,77,437,468,515,1,232.1880292147,624.605673831,1,sodales elit erat,dobierka,zaplatena,Odoslana
855,11,406,441,407,10,751.8517812714,808.470072085,1,Aenean euismod mauris,dobierka,zaplatena,Vybavena
596,224,71,431,329,7,11.9552659336,8.0152097018,0,enim. Etiam gravida molestie,kurier,nezaplatena,Vybavena
298,98,361,114,173,9,1.1580908671,18.7044933205,1,Suspendisse commodo tincidunt nibh.,kurier,nezaplatena,Odoslana
864,149,407,17,906,5,22.1734062769,55.4256829061,0,lobortis tellus justo sit amet nulla.,osobny_odber,nezaplatena,Zrusena
187,167,429,490,503,2,728.4950469621,114.6712800488,0,"id, erat. Etiam vestibulum massa rutrum",dobierka,zaplatena,Vybavena
1157,165,282,165,25,11,193.5602440499,380.486206105,1,Ut tincidunt vehicula risus.,kurier,nezaplatena,Vybavena
884,107,445,278,13,6,51.4590410981,108.0277328845,1,Integer in magna.,kurier,nezaplatena,Vybavena
582,38,228,218,191,4,801.4922537841,47.9581276048,0,velit justo nec,kurier,zaplatena,Pripravuje sa
421,2,221,221,322,4,49.587854417,33.8658536179,1,"lacinia vitae, sodales at,",osobny_odber,zaplatena,Zrusena
1082,163,236,510,43,6,17.2047024127,2.5957853068,1,"nisl elementum purus,",dobierka,zaplatena,Prijata
801,228,81,137,887,5,52.6893136557,67.530706306,0,pretium neque. Morbi quis,dobierka,zaplatena,Vybavena
1736,165,299,417,522,10,411.3163887523,23.5058978666,1,facilisis lorem tristique,kurier,nezaplatena,Vybavena
941,105,116,21,603,3,179.9026178196,2.438671519,1,"auctor quis, tristique",osobny_odber,nezaplatena,Prijata
163,183,222,329,965,10,25.8432238828,9.3962512538,1,mi. Duis risus,osobny_odber,zaplatena,Vybavena
146,51,163,147,762,6,97.2512611188,114.6712800488,1,egestas. Duis ac,kurier,zaplatena,Pripravuje sa
177,38,116,398,295,9,24.0974691696,36.4659925271,1,"rhoncus. Nullam velit dui,",dobierka,nezaplatena,Pripravuje sa
1941,190,28,495,36,2,833.4714383818,2.6998318825,1,tempor arcu. Vestibulum ut eros,osobny_odber,nezaplatena,Odoslana
1049,250,443,317,115,1,856.8791956641,12.2240141965,1,"dolor dolor, tempus non,",kurier,zaplatena,Prijata
1272,48,127,51,715,5,368.089991156,49.0870327502,0,"auctor quis, tristique",kurier,nezaplatena,Prijata
712,157,61,152,1000,11,58.4614071529,20.7038908359,0,mollis. Duis sit amet,osobny_odber,nezaplatena,Odoslana
289,128,166,72,487,3,60.4576452635,53.6138173984,1,"cursus et, eros. Proin ultrices.",kurier,nezaplatena,Zrusena
617,37,346,518,63,1,179.9026178196,810.280580353,0,"auctor ullamcorper, nisl arcu",kurier,nezaplatena,Odoslana
890,264,9,316,565,1,19.3338324782,472.6719517261,0,volutpat. Nulla dignissim. Maecenas ornare egestas,kurier,nezaplatena,Pripravuje sa
788,129,34,329,890,1,461.0050106421,113.4934080765,0,lectus justo eu arcu.,dobierka,nezaplatena,Zrusena
778,176,176,36,96,11,99.3679859675,80.1808019355,0,non arcu. Vivamus sit amet risus.,dobierka,zaplatena,Vybavena
468,209,169,30,84,4,66.8627379462,126.3574514072,1,mi. Duis risus,kurier,zaplatena,Zrusena
1378,94,242,30,500,5,40.4167632572,69.2152487766,0,lacus. Mauris non,kurier,nezaplatena,Prijata
1663,97,175,532,396,4,22.7567390073,9.6933952533,1,aptent taciti sociosqu,kurier,zaplatena,Vybavena
1974,237,221,391,212,4,209.2827078886,652.0057263784,1,nonummy. Fusce fermentum fermentum,osobny_odber,nezaplatena,Odoslana
432,20,196,338,262,5,404.6460152604,84.3875708012,1,magnis dis parturient,osobny_odber,zaplatena,Zrusena
93,40,88,198,973,12,35.4544206522,161.9123560376,1,Donec fringilla. Donec,dobierka,zaplatena,Vybavena
473,207,164,134,917,8,437.4245875515,219.1071964335,0,eu elit. Nulla facilisi. Sed neque.,kurier,zaplatena,Odoslana
852,68,1,486,582,6,60.8090054709,49.166957885,1,"quis accumsan convallis, ante lectus convallis",dobierka,zaplatena,Vybavena
913,61,310,363,7,8,69.4643477909,59.6483683353,1,arcu. Morbi sit amet,kurier,nezaplatena,Odoslana
33,213,215,317,189,2,8.5398045368,123.7212766428,0,Praesent eu nulla at sem molestie,osobny_odber,nezaplatena,Zrusena
1064,34,370,68,147,1,79.5958350413,410.6732733082,1,sem molestie sodales. Mauris blandit enim,dobierka,nezaplatena,Zrusena
500,57,397,108,608,1,80.3660070989,652.3921413347,1,turpis. Nulla aliquet. Proin velit. Sed,kurier,zaplatena,Zrusena
1867,137,260,153,463,1,13.5822379962,18.1392335286,1,"mauris, rhoncus id, mollis nec, cursus",kurier,nezaplatena,Prijata
833,29,296,300,101,1,40.3778569307,62.9927298473,0,"sit amet luctus vulputate, nisi sem",osobny_odber,nezaplatena,Pripravuje sa
850,186,272,342,148,3,404.6460152604,835.3259572294,1,"Fusce dolor quam, elementum at,",kurier,nezaplatena,Zrusena
1269,158,331,55,287,2,29.8328091856,880.2199083846,1,"dui. Fusce aliquam,",osobny_odber,nezaplatena,Pripravuje sa
1459,58,32,117,597,2,52.1014849655,799.2038559169,1,"augue ut lacus. Nulla tincidunt, neque",osobny_odber,zaplatena,Vybavena
443,77,294,72,856,12,18.5579060111,28.2406433579,0,Mauris quis turpis vitae purus,kurier,zaplatena,Zrusena
589,66,245,389,245,4,334.6755527891,508.2627250347,1,"a, magna. Lorem ipsum dolor sit",dobierka,nezaplatena,Zrusena
1512,262,96,96,592,5,19.8453912977,280.471398728,1,"Lorem ipsum dolor sit amet,",kurier,zaplatena,Pripravuje sa
205,171,267,13,84,4,61.7512811907,38.53031551,1,risus. Donec egestas. Aliquam nec,kurier,nezaplatena,Zrusena
680,186,293,240,615,11,760.5163240805,80.5694028921,1,"eu, ligula. Aenean",kurier,nezaplatena,Prijata
1450,188,65,332,608,4,122.9034457356,716.0250540823,1,sapien imperdiet ornare. In faucibus.,dobierka,zaplatena,Prijata
154,235,437,235,945,11,259.5125730149,75.3660762403,0,"dui, nec tempus mauris erat eget",osobny_odber,zaplatena,Zrusena
86,112,141,382,295,4,111.5413936786,9.3962512538,0,rutrum magna. Cras,osobny_odber,nezaplatena,Pripravuje sa
1491,248,440,66,277,3,59.5709082205,23.2589014946,0,odio. Nam interdum enim,dobierka,zaplatena,Pripravuje sa
1594,29,324,457,302,3,798.0259400792,887.7780787647,1,"Lorem ipsum dolor sit amet,",osobny_odber,zaplatena,Vybavena
419,56,93,340,889,7,30.8412582148,75.8233454358,0,eleifend. Cras sed leo.,osobny_odber,zaplatena,Vybavena
846,267,195,239,468,4,37.3919660226,37.8680114681,1,sit amet orci. Ut sagittis lobortis,kurier,nezaplatena,Odoslana
452,162,92,229,962,7,456.1839024536,88.517193594,0,netus et malesuada fames ac,kurier,zaplatena,Prijata
195,118,170,500,161,11,13.7623554561,55.5761530716,0,eget lacus. Mauris non dui nec,kurier,nezaplatena,Vybavena
369,167,152,342,616,4,756.3813999295,86.7298456142,0,"at auctor ullamcorper, nisl",osobny_odber,nezaplatena,Odoslana
1514,40,407,250,922,11,232.1880292147,771.1912760977,0,Nullam nisl. Maecenas malesuada fringilla est.,osobny_odber,nezaplatena,Prijata
1883,137,380,522,897,9,7.6488726772,74.227044289,0,magna. Ut tincidunt orci quis,dobierka,nezaplatena,Vybavena
1378,103,131,205,495,8,56.1291869264,875.9434408508,1,"venenatis vel, faucibus id, libero.",osobny_odber,nezaplatena,Odoslana
1895,103,261,273,690,3,54.2976357974,830.5489241146,0,sapien. Aenean massa. Integer vitae nibh.,dobierka,zaplatena,Pripravuje sa
810,222,264,305,650,9,23.004323151,536.1854944378,0,pretium neque. Morbi,osobny_odber,nezaplatena,Zrusena
1581,50,296,520,77,2,64.3158977851,30.1736204932,0,Suspendisse commodo tincidunt nibh.,dobierka,nezaplatena,Pripravuje sa
1285,88,222,95,596,12,68.8423554413,2.2459749179,0,"nisl elementum purus,",osobny_odber,zaplatena,Vybavena
1560,59,86,474,378,4,52.4433896411,6.9604812143,1,natoque penatibus et magnis dis,osobny_odber,zaplatena,Odoslana
1249,16,172,506,261,11,809.5363471657,808.470072085,1,"bibendum ullamcorper. Duis cursus, diam at",osobny_odber,nezaplatena,Zrusena
129,64,246,198,778,8,137.4680851586,56.7409892986,1,"tellus sem mollis dui, in sodales",kurier,zaplatena,Pripravuje sa
434,144,260,1,59,10,986.4200875163,492.3136015423,0,"semper erat, in consectetuer ipsum nunc",osobny_odber,nezaplatena,Prijata
1821,181,346,130,973,1,66.8627379462,364.1814137343,0,odio tristique pharetra. Quisque ac,osobny_odber,nezaplatena,Odoslana
1011,8,43,83,121,5,137.4680851586,10.452440707,1,purus ac tellus. Suspendisse sed,kurier,nezaplatena,Vybavena
1848,150,338,388,220,9,153.7611279637,674.674830772,1,"euismod in, dolor. Fusce feugiat.",dobierka,zaplatena,Pripravuje sa
1626,141,286,400,740,2,576.8341161311,7.7977514919,1,Curae; Phasellus ornare. Fusce,osobny_odber,nezaplatena,Vybavena
685,234,394,176,161,6,954.4560946524,6.8842980964,0,Nam porttitor scelerisque,dobierka,zaplatena,Prijata
957,101,435,188,923,3,898.3000800945,750.1242945436,0,"sem, consequat nec, mollis vitae, posuere",osobny_odber,nezaplatena,Prijata
629,86,345,56,266,12,26.9284448586,460.2074112743,0,fames ac turpis egestas. Aliquam fringilla,dobierka,nezaplatena,Zrusena
114,55,157,494,595,2,83.821882261,80.4165224684,1,"Sed diam lorem,",osobny_odber,zaplatena,Prijata
1473,109,222,470,642,2,986.4200875163,75.0618375465,0,"ultrices sit amet, risus.",dobierka,nezaplatena,Prijata
230,249,346,512,593,7,572.4996840581,492.3136015423,0,feugiat metus sit,kurier,zaplatena,Vybavena
1308,56,368,67,697,2,40.0036671199,37.6412808197,0,"luctus ut, pellentesque eget, dictum placerat,",kurier,nezaplatena,Odoslana
1989,268,420,239,167,3,9.741127817,769.9655367527,0,amet ante. Vivamus non lorem vitae,kurier,zaplatena,Zrusena
831,28,179,488,442,4,243.4524404816,195.0478620362,0,quis arcu vel quam dignissim,kurier,nezaplatena,Pripravuje sa
222,150,321,10,784,4,8.4155904595,30.609405865,1,primis in faucibus orci luctus et,dobierka,nezaplatena,Vybavena
1471,51,382,63,225,4,422.7624512278,51.0881644813,0,gravida mauris ut,kurier,zaplatena,Pripravuje sa
126,107,425,194,593,11,946.8407663517,40.3276929818,0,Donec vitae erat,osobny_odber,nezaplatena,Prijata
1126,206,326,404,947,7,56.1291869264,101.5934453812,1,Nunc mauris. Morbi non sapien,dobierka,nezaplatena,Zrusena
20,28,310,526,202,1,375.1268237829,68.6955695646,0,"fringilla, porttitor vulputate, posuere vulputate, lacus.",dobierka,zaplatena,Vybavena
1830,238,376,246,558,8,830.1949664019,380.486206105,0,"magnis dis parturient montes, nascetur",dobierka,nezaplatena,Prijata
1299,75,394,289,561,4,524.4266684167,456.6189156845,0,"semper erat, in consectetuer ipsum nunc",kurier,zaplatena,Vybavena
40,166,84,48,442,5,66.275964817,12.3861199105,0,"Sed nulla ante,",dobierka,zaplatena,Prijata
1955,35,276,108,621,10,547.0151128247,627.8569486924,0,urna. Ut tincidunt,dobierka,zaplatena,Odoslana
1885,261,26,76,309,7,32.6424633618,29.528712756,0,Cras sed leo.,kurier,nezaplatena,Pripravuje sa
1495,84,450,7,352,6,979.6744119376,75.8233454358,1,Aliquam erat volutpat. Nulla,kurier,nezaplatena,Prijata
684,202,445,501,880,6,60.8090054709,46.3131369883,0,Curae; Phasellus ornare.,kurier,nezaplatena,Prijata
1729,242,229,478,269,11,26.9284448586,636.724099936,1,"mollis non, cursus non, egestas a,",osobny_odber,zaplatena,Zrusena
1290,62,423,94,942,7,12.0145358145,794.7615901474,0,eu augue porttitor interdum.,dobierka,nezaplatena,Vybavena
577,111,42,192,979,10,25.6785827223,36.3492366392,0,at arcu. Vestibulum,dobierka,nezaplatena,Vybavena
39,12,19,265,23,1,334.6755527891,492.3136015423,1,"mauris, rhoncus id, mollis nec, cursus",osobny_odber,zaplatena,Prijata
1373,98,236,439,282,2,179.8064545728,9.0162913268,1,"odio, auctor vitae, aliquet nec, imperdiet",kurier,zaplatena,Zrusena
25,3,186,152,283,6,795.5833934248,28.1997246249,0,"ipsum dolor sit amet, consectetuer adipiscing",osobny_odber,zaplatena,Prijata
502,138,162,298,104,4,416.2999698892,47.9108183412,0,"Cras lorem lorem, luctus ut, pellentesque",dobierka,nezaplatena,Vybavena
197,125,393,321,115,10,404.6460152604,589.4497222267,0,urna et arcu imperdiet,osobny_odber,zaplatena,Odoslana
1987,177,344,456,752,7,83.821882261,69.006661973,1,dui. Cum sociis natoque penatibus,kurier,nezaplatena,Odoslana
1825,7,3,342,129,7,35.4544206522,73.4270583931,0,tincidunt dui augue eu tellus. Phasellus,kurier,zaplatena,Odoslana
524,14,299,22,363,4,13.7623554561,75.8233454358,0,nec tempus mauris erat eget,osobny_odber,zaplatena,Odoslana
1449,277,83,452,705,6,724.8801570386,378.5574492998,0,Proin vel nisl. Quisque fringilla euismod,dobierka,nezaplatena,Vybavena
1925,272,25,172,251,10,345.0584528036,55.4256829061,0,"odio a purus. Duis elementum, dui",osobny_odber,nezaplatena,Zrusena
1049,182,6,163,414,8,99.5988557115,6.8839854095,0,Nulla semper tellus id nunc,dobierka,nezaplatena,Zrusena
454,43,250,441,506,5,111.4057358354,68.0590283079,1,nec orci. Donec nibh. Quisque,dobierka,nezaplatena,Prijata
591,146,163,8,30,9,52.6893136557,51.0881644813,0,"Fusce dolor quam, elementum at,",dobierka,zaplatena,Prijata
5,215,29,100,185,12,42.7608076483,32.3158880509,0,"ut dolor dapibus gravida. Aliquam tincidunt,",kurier,zaplatena,Prijata
8,272,91,251,394,5,461.0050106421,718.2233460713,0,Nullam nisl. Maecenas malesuada fringilla est.,osobny_odber,zaplatena,Prijata
1967,210,367,88,569,5,2.4955276866,356.5927068237,0,sociis natoque penatibus et magnis,dobierka,zaplatena,Zrusena
995,151,140,383,395,4,151.0590636171,88.517193594,0,"vulputate dui, nec tempus mauris",osobny_odber,nezaplatena,Pripravuje sa
22,28,449,234,307,10,98.9040077198,83.2929598354,0,sit amet orci. Ut sagittis lobortis,dobierka,nezaplatena,Pripravuje sa
1618,72,17,81,622,1,60.7478215825,684.4646916725,1,est. Mauris eu turpis.,osobny_odber,zaplatena,Vybavena
1671,132,22,258,661,11,723.3805228025,56.0082993563,1,Ut sagittis lobortis,kurier,nezaplatena,Zrusena
965,188,134,499,177,2,40.3880407102,47.4203822901,1,"mi. Duis risus odio,",osobny_odber,nezaplatena,Pripravuje sa
1444,22,428,355,138,9,328.2366883941,73.0980725493,1,"sed, est. Nunc",dobierka,zaplatena,Zrusena
1406,103,394,515,661,6,610.4425285012,716.0250540823,1,"justo faucibus lectus,",kurier,zaplatena,Vybavena
248,227,367,195,258,2,521.0977741517,31.908978587,0,dignissim tempor arcu. Vestibulum ut,osobny_odber,zaplatena,Zrusena
1168,160,118,475,97,6,9.3274958432,20.4810651066,1,eget ipsum. Suspendisse sagittis. Nullam,dobierka,nezaplatena,Pripravuje sa
352,76,1,247,247,8,654.9504804425,39.2697088374,0,"gravida non, sollicitudin a, malesuada",osobny_odber,nezaplatena,Vybavena
515,24,97,40,37,1,83.4020417184,59.6483683353,0,"Suspendisse dui. Fusce diam nunc,",kurier,zaplatena,Zrusena
1343,205,325,262,952,12,32.6424633618,36.3355898112,0,eu elit. Nulla facilisi. Sed neque.,dobierka,zaplatena,Vybavena
1197,163,51,527,843,1,8.4155904595,157.331111189,1,"Duis risus odio, auctor vitae,",osobny_odber,nezaplatena,Odoslana
1633,83,86,55,678,6,59.438962955,318.769139098,1,"enim, condimentum eget,",kurier,zaplatena,Vybavena
444,65,373,79,831,2,21.9566834625,161.8258091155,1,Suspendisse sagittis. Nullam,kurier,zaplatena,Prijata
773,57,400,153,299,8,232.1880292147,188.3544370998,0,"Aliquam ornare, libero",osobny_odber,zaplatena,Zrusena
1653,3,150,111,967,9,946.8407663517,289.6819871385,1,nibh sit amet,kurier,zaplatena,Vybavena
1842,282,342,32,23,6,31.333027361,229.0485267062,1,"lectus quis massa. Mauris vestibulum, neque",osobny_odber,nezaplatena,Odoslana
1652,221,178,139,222,12,160.9500017948,39.2697088374,0,magna. Ut tincidunt orci quis,osobny_odber,zaplatena,Zrusena
758,131,174,365,93,5,58.0602628645,80.1808019355,1,nec ante blandit viverra.,dobierka,nezaplatena,Vybavena
408,178,50,277,980,10,65.8202021383,36.0033004079,0,feugiat metus sit,kurier,nezaplatena,Vybavena
29,183,136,74,924,1,823.722618632,67.530706306,0,"lacus vestibulum lorem,",dobierka,zaplatena,Prijata
